T,ウサギ,キツネ
0.197859,465,89
0.197977,465,90
0.198408,464,90
0.198567,464,89
0.198805,463,89
0.198846,463,90
0.198969,462,90
0.199339,463,90
0.199422,464,90
0.199427,463,90
0.199669,463,91
0.199959,463,92
0.199981,463,93
0.199995,462,93
0.200153,461,93
0.200174,460,93
0.20024,461,93
0.200308,460,93
0.200816,460,94
0.200834,460,95
0.200883,459,95
0.201134,460,95
0.201143,459,95
0.201159,460,95
0.201718,459,95
0.201797,458,95
0.201914,457,95
0.20197,456,95
0.202074,456,96
0.2021,455,96
0.20242,455,97
0.202656,454,97
0.202664,453,97
0.202928,452,97
0.203072,451,97
0.203097,450,97
0.203203,449,97
0.203454,450,97
0.20379,450,98
0.203815,449,98
0.203923,448,98
0.204037,447,98
0.20412,448,98
0.204177,449,98
0.204437,450,98
0.204442,449,98
0.204622,448,98
0.204673,447,98
0.204996,448,98
0.205014,449,98
0.205267,448,98
0.205276,449,98
0.205306,448,98
0.205501,447,98
0.205549,446,98
0.205561,445,98
0.205651,445,99
0.205659,444,99
0.20581,445,99
0.205874,445,98
0.206169,444,98
0.206199,444,99
0.206229,443,99
0.206284,444,99
0.206576,445,99
0.206624,446,99
0.206643,445,99
0.206743,444,99
0.206768,443,99
0.206781,444,99
0.206794,444,98
0.206844,443,98
0.206905,442,98
0.207003,441,98
0.207028,440,98
0.20709,439,98
0.207226,439,99
0.207245,440,99
0.207249,439,99
0.207257,438,99
0.207282,437,99
0.207372,438,99
0.207605,438,100
0.207775,437,100
0.207884,437,101
0.20793,436,101
0.208242,435,101
0.208436,434,101
0.208865,434,102
0.208959,433,102
0.209084,434,102
0.20926,435,102
0.209307,434,102
0.209347,434,101
0.209518,433,101
0.209538,432,101
0.20956,431,101
0.209738,430,101
0.210066,429,101
0.210112,429,100
0.210266,428,100
0.210473,429,100
0.21048,428,100
0.210724,427,100
0.210771,428,100
0.210888,429,100
0.210948,428,100
0.211007,427,100
0.211061,426,100
0.211061,425,100
0.211135,424,100
0.211313,424,99
0.211396,425,99
0.211404,426,99
0.211425,427,99
0.211487,427,100
0.211498,426,100
0.211895,425,100
0.212016,424,100
0.212081,423,100
0.2122,422,100
0.212236,423,100
0.212333,422,100
0.212455,421,100
0.212517,420,100
0.212713,419,100
0.212715,420,100
0.212782,419,100
0.213089,418,100
0.21318,419,100
0.213711,418,100
0.213813,419,100
0.213918,419,101
0.213942,420,101
0.213981,419,101
0.21416,420,101
0.2142,419,101
0.214618,418,101
0.214907,417,101
0.214945,418,101
0.21499,417,101
0.21524,416,101
0.215266,415,101
0.215293,414,101
0.2154,415,101
0.21578,414,101
0.215905,415,101
0.216136,416,101
0.216922,417,101
0.217116,418,101
0.217219,417,101
0.217375,418,101
0.21792,419,101
0.217949,420,101
0.218643,419,101
0.218774,419,102
0.2188,418,102
0.218916,417,102
0.218945,418,102
0.219091,419,102
0.219232,418,102
0.219297,417,102
0.219562,417,103
0.219758,416,103
0.219926,416,104
0.219928,415,104
0.220057,414,104
0.220147,413,104
0.220294,413,105
0.220357,412,105
0.220374,413,105
0.220457,414,105
0.220515,413,105
0.220553,413,104
0.220572,414,104
0.22079,415,104
0.220958,416,104
0.22112,415,104
0.221188,416,104
0.221249,415,104
0.221255,414,104
0.22129,413,104
0.221365,414,104
0.221662,415,104
0.221722,414,104
0.221993,413,104
0.222027,414,104
0.222617,415,104
0.222673,414,104
0.222688,415,104
0.2229,416,104
0.22291,417,104
0.222988,416,104
0.223185,415,104
0.223289,415,103
0.223299,414,103
0.223458,414,104
0.223588,413,104
0.223713,412,104
0.223725,413,104
0.223798,413,105
0.223801,413,106
0.224301,412,106
0.224642,411,106
0.224936,410,106
0.225002,411,106
0.225138,411,105
0.225216,410,105
0.225413,411,105
0.225487,411,104
0.22554,410,104
0.22578,409,104
0.225863,410,104
0.225931,409,104
0.226021,408,104
0.226221,407,104
0.226282,406,104
0.22631,405,104
0.226539,404,104
0.226612,405,104
0.227041,406,104
0.227084,405,104
0.227379,404,104
0.227422,403,104
0.227665,402,104
0.227754,401,104
0.22786,402,104
0.22786,403,104
0.22794,404,104
0.228123,403,104
0.228143,402,104
0.228149,403,104
0.228531,402,104
0.228674,401,104
0.228919,402,104
0.228928,403,104
0.229117,403,103
0.229455,402,103
0.229544,402,104
0.229631,401,104
0.230173,402,104
0.23034,401,104
0.230482,400,104
0.230579,399,104
0.23094,398,104
0.23115,399,104
0.231215,398,104
0.231326,397,104
0.231346,396,104
0.231491,395,104
0.23179,395,105
0.231793,394,105
0.231934,395,105
0.232018,394,105
0.232022,395,105
0.232082,396,105
0.232332,395,105
0.232587,394,105
0.232848,395,105
0.232986,396,105
0.233067,395,105
0.233208,396,105
0.233372,397,105
0.233429,396,105
0.23345,395,105
0.233524,394,105
0.233633,394,104
0.23389,395,104
0.233931,394,104
0.234381,393,104
0.234836,392,104
0.235029,392,105
0.235054,391,105
0.235187,390,105
0.235197,390,104
0.235226,389,104
0.2354,388,104
0.23547,387,104
0.235523,386,104
0.235981,385,104
0.236047,384,104
0.236072,383,104
0.236082,382,104
0.236194,383,104
0.236283,383,105
0.236394,383,106
0.236451,383,107
0.23681,382,107
0.237489,383,107
0.237657,382,107
0.238187,383,107
0.238276,384,107
0.238431,384,108
0.238443,383,108
0.238471,382,108
0.238555,383,108
0.238637,382,108
0.238643,383,108
0.238741,382,108
0.238885,381,108
0.238932,380,108
0.238961,379,108
0.239357,378,108
0.239504,377,108
0.23963,376,108
0.239823,375,108
0.240173,374,108
0.240203,375,108
0.240302,374,108
0.240508,373,108
0.241011,374,108
0.241055,373,108
0.241088,372,108
0.241124,371,108
0.241231,370,108
0.241247,369,108
0.24125,370,108
0.241629,369,108
0.241685,368,108
0.241702,367,108
0.241769,366,108
0.241835,365,108
0.242274,364,108
0.242404,365,108
0.242535,365,109
0.242605,366,109
0.242614,366,108
0.242683,365,108
0.242883,364,108
0.243103,365,108
0.243234,364,108
0.24331,365,108
0.243338,365,109
0.243531,364,109
0.243719,364,108
0.243721,365,108
0.243723,364,108
0.243749,363,108
0.244084,363,109
0.24414,362,109
0.244255,363,109
0.244603,363,110
0.244727,363,111
0.244757,362,111
0.244813,361,111
0.245032,360,111
0.24531,359,111
0.24539,358,111
0.24548,357,111
0.245592,356,111
0.245604,355,111
0.245717,355,112
0.24581,355,113
0.245986,355,114
0.24603,355,113
0.246143,354,113
0.246171,353,113
0.246216,352,113
0.246267,351,113
0.246405,351,114
0.246494,350,114
0.246542,349,114
0.246571,348,114
0.246693,349,114
0.246922,348,114
0.246962,347,114
0.246978,348,114
0.247021,348,115
0.247252,347,115
0.247351,346,115
0.247399,345,115
0.24769,344,115
0.247811,343,115
0.247877,343,114
0.248103,343,113
0.248628,344,113
0.24893,344,114
0.24898,343,114
0.249011,342,114
0.249173,341,114
0.249233,341,115
0.249433,341,116
0.249463,340,116
0.249514,339,116
0.249575,339,115
0.249577,339,116
0.249938,338,116
0.250008,337,116
0.250386,336,116
0.250389,337,116
0.25044,337,115
0.25046,337,116
0.250564,336,116
0.250794,336,117
0.250823,335,117
0.250827,335,116
0.25092,334,116
0.251218,334,117
0.251305,333,117
0.251338,332,117
0.251501,332,118
0.251726,332,119
0.251988,331,119
0.252139,331,120
0.252357,330,120
0.252376,330,121
0.252615,330,122
0.252682,329,122
0.252788,328,122
0.252972,328,123
0.253,327,123
0.2531,326,123
0.25331,325,123
0.253395,326,123
0.253574,325,123
0.253574,325,124
0.253682,324,124
0.253709,324,125
0.253788,325,125
0.253944,324,125
0.254172,323,125
0.254258,322,125
0.255064,322,126
0.25515,321,126
0.255198,320,126
0.255786,319,126
0.256199,319,127
0.256243,318,127
0.256248,317,127
0.256288,318,127
0.256397,317,127
0.256434,317,128
0.256785,318,128
0.256927,317,128
0.257154,316,128
0.257539,315,128
0.257878,314,128
0.25808,315,128
0.258138,314,128
0.258274,314,127
0.258353,313,127
0.258459,314,127
0.25887,314,126
0.258884,313,126
0.258945,313,127
0.258948,312,127
0.258977,311,127
0.259229,310,127
0.259233,309,127
0.259333,309,126
0.259558,308,126
0.259643,309,126
0.259685,310,126
0.259907,309,126
0.260241,308,126
0.260357,309,126
0.26055,308,126
0.260567,309,126
0.260635,308,126
0.260663,307,126
0.260991,306,126
0.261107,305,126
0.261281,304,126
0.261315,303,126
0.26138,302,126
0.261394,301,126
0.261772,300,126
0.261902,301,126
0.261932,301,125
0.26197,300,125
0.262097,300,126
0.262181,299,126
0.262221,299,127
0.26238,298,127
0.262397,297,127
0.262422,297,128
0.262447,296,128
0.262533,295,128
0.262728,296,128
0.262783,297,128
0.262878,296,128
0.263118,295,128
0.263224,294,128
0.263265,295,128
0.263316,294,128
0.263553,293,128
0.263888,294,128
0.264225,294,129
0.264262,295,129
0.264569,294,129
0.264832,293,129
0.264862,292,129
0.265151,292,130
0.265222,291,130
0.265423,290,130
0.265527,289,130
0.265569,288,130
0.26583,289,130
0.26593,288,130
0.266205,287,130
0.266269,286,130
