T,ウサギ,キツネ
0.245353,653,79
0.245374,654,79
0.245386,653,79
0.245428,654,79
0.24553,653,79
0.245821,652,79
0.246156,651,79
0.246312,650,79
0.246337,651,79
0.246501,650,79
0.246554,651,79
0.246623,650,79
0.246746,651,79
0.246761,652,79
0.246766,651,79
0.246844,650,79
0.246897,649,79
0.246939,648,79
0.247002,649,79
0.247013,650,79
0.24717,649,79
0.247404,648,79
0.247676,647,79
0.247689,648,79
0.247693,647,79
0.247736,647,80
0.247756,646,80
0.247757,645,80
0.247806,644,80
0.24783,643,80
0.248319,644,80
0.248332,645,80
0.24837,644,80
0.248458,643,80
0.248534,642,80
0.248562,641,80
0.248689,640,80
0.248856,639,80
0.248975,640,80
0.249108,639,80
0.249406,638,80
0.249609,637,80
0.24964,636,80
0.249822,635,80
0.249919,634,80
0.250126,634,81
0.250143,633,81
0.25023,632,81
0.250273,633,81
0.250274,634,81
0.250275,635,81
0.250436,634,81
0.250487,633,81
0.250491,632,81
0.250542,633,81
0.250684,632,81
0.250712,631,81
0.250866,632,81
0.250868,631,81
0.251193,630,81
0.251345,629,81
0.251381,630,81
0.251599,631,81
0.251689,631,80
0.251829,632,80
0.251894,632,81
0.251899,631,81
0.252126,632,81
0.252241,631,81
0.252359,632,81
0.252456,631,81
0.25253,632,81
0.252537,633,81
0.252546,634,81
0.252576,634,82
0.252687,633,82
0.252699,632,82
0.252737,631,82
0.252946,630,82
0.253366,629,82
0.253459,629,83
0.253477,630,83
0.253479,629,83
0.253642,630,83
0.253665,630,84
0.253693,629,84
0.253714,628,84
0.253765,628,83
0.253836,629,83
0.253904,629,84
0.254316,630,84
0.254334,629,84
0.254498,628,84
0.254535,628,83
0.254554,627,83
0.254713,627,84
0.254899,626,84
0.254906,627,84
0.255038,628,84
0.255222,627,84
0.255303,627,85
0.255636,627,84
0.255686,626,84
0.255912,626,85
0.255953,625,85
0.255965,624,85
0.256089,623,85
0.256323,622,85
0.256451,623,85
0.256482,622,85
0.256505,623,85
0.256802,624,85
0.256832,625,85
0.256961,624,85
0.256982,623,85
0.257042,622,85
0.257044,622,86
0.257148,621,86
0.257288,620,86
0.257378,621,86
0.257414,620,86
0.257596,619,86
0.257609,619,87
0.257648,620,87
0.257756,619,87
0.257914,619,86
0.258033,618,86
0.258138,617,86
0.258206,618,86
0.258223,617,86
0.258484,617,87
0.258498,616,87
0.258727,615,87
0.258824,615,88
0.258842,614,88
0.258854,613,88
0.259147,612,88
0.25962,613,88
0.259675,612,88
0.260187,611,88
0.260215,611,87
0.260216,610,87
0.260338,609,87
0.260341,610,87
0.260653,609,87
0.260665,610,87
0.26079,610,88
0.26087,609,88
0.260889,610,88
0.261099,609,88
0.261353,608,88
0.261389,608,87
0.261502,607,87
0.261613,606,87
0.262292,605,87
0.262394,604,87
0.262782,605,87
0.262935,606,87
0.263044,606,88
0.263118,607,88
0.263736,608,88
0.263978,609,88
0.264085,610,88
0.264131,609,88
0.26428,608,88
0.264663,607,88
0.264756,607,89
0.26506,608,89
0.265173,607,89
0.265216,606,89
0.265355,606,90
0.2656,607,90
0.265618,607,91
0.265663,606,91
0.265702,605,91
0.265757,605,92
0.265918,606,92
0.265967,605,92
0.265994,604,92
0.266045,603,92
0.266098,604,92
0.266109,605,92
0.26612,604,92
0.266124,603,92
0.266126,602,92
0.26616,603,92
0.266294,602,92
0.266431,603,92
0.266796,602,92
0.266946,603,92
0.267127,603,93
0.267158,604,93
0.267194,603,93
0.267197,602,93
0.267234,601,93
0.267318,602,93
0.267436,603,93
0.267938,602,93
0.268093,601,93
0.268195,600,93
0.268318,601,93
0.268345,600,93
0.268413,599,93
0.268416,600,93
0.26847,599,93
0.26855,600,93
0.268651,600,94
0.268764,601,94
0.268812,600,94
0.269096,599,94
0.269097,598,94
0.269277,597,94
0.269279,596,94
0.269974,595,94
0.269999,594,94
0.270181,595,94
0.270236,594,94
0.270325,595,94
0.270518,596,94
0.270724,597,94
0.27076,596,94
0.270941,595,94
0.271013,594,94
0.271049,593,94
0.271174,592,94
0.271327,592,95
0.271554,593,95
0.27159,592,95
0.271719,593,95
0.271726,592,95
0.271777,591,95
0.272003,592,95
0.272166,591,95
0.272197,591,96
0.272637,592,96
0.272679,591,96
0.272725,590,96
0.272771,589,96
0.272869,589,95
0.273148,589,96
0.273317,590,96
0.273472,591,96
0.27362,592,96
0.273636,592,97
0.273826,591,97
0.273956,590,97
0.274055,590,98
0.274069,589,98
0.274103,589,97
0.274309,588,97
0.274371,589,97
0.274491,588,97
0.274504,589,97
0.27457,590,97
0.274628,589,97
0.274691,588,97
0.274698,587,97
0.274876,588,97
0.27506,588,98
0.275165,587,98
0.275216,586,98
0.275225,585,98
0.275308,584,98
0.275766,583,98
0.275786,584,98
0.275864,585,98
0.275872,586,98
0.2759,585,98
0.276229,585,99
0.276238,585,100
0.276401,584,100
0.276586,583,100
0.276708,582,100
0.276752,583,100
0.276858,582,100
0.276875,581,100
0.276891,581,99
0.277125,582,99
0.277148,581,99
0.277509,582,99
0.27761,581,99
0.278199,581,98
0.27821,581,97
0.278263,580,97
0.278275,580,98
0.278412,579,98
0.278633,580,98
0.278648,579,98
0.278797,578,98
0.278852,577,98
0.278861,576,98
0.278878,575,98
0.279029,574,98
0.279095,573,98
0.279346,572,98
0.279469,572,97
0.279565,571,97
0.279668,570,97
0.279677,569,97
0.279798,568,97
0.279904,567,97
0.279982,568,97
0.280005,568,96
0.280081,567,96
0.280099,566,96
0.280209,567,96
0.280261,566,96
0.280281,565,96
0.280423,564,96
0.280554,563,96
0.280603,564,96
0.280799,563,96
0.281067,563,97
0.281109,562,97
0.281362,562,96
0.281484,561,96
0.281547,560,96
0.281563,559,96
0.281666,558,96
0.281689,557,96
0.281801,558,96
0.281834,559,96
0.281845,560,96
0.282078,560,97
0.282129,561,97
0.28214,562,97
0.282239,561,97
0.282265,562,97
0.282298,561,97
0.282406,560,97
0.282592,561,97
0.282601,560,97
0.282637,560,98
0.282893,560,99
0.282935,559,99
0.28302,559,100
0.283187,560,100
0.283197,559,100
0.283216,558,100
0.283217,557,100
0.283445,556,100
0.283606,555,100
0.284046,554,100
0.284183,554,99
0.2842,553,99
0.284319,554,99
0.284377,553,99
0.284508,552,99
0.284667,551,99
0.284805,550,99
0.285038,550,100
0.285038,549,100
0.285044,548,100
0.285136,547,100
