t,s,i,r
0,10000,1,0
132.759367,9999,2,0
133.944194,9998,3,0
155.085034,9997,4,0
169.329661,9996,5,0
191.901074,9995,6,0
204.212346,9994,7,0
205.357445,9993,8,0
222.774487,9992,9,0
228.886782,9991,10,0
239.772809,9990,11,0
243.778388,9989,12,0
289.299121,9989,11,1
299.756205,9988,12,1
301.282729,9987,13,1
302.544827,9986,14,1
308.566056,9985,15,1
313.169315,9984,16,1
314.942214,9984,15,2
321.82874,9983,16,2
323.286504,9982,17,2
332.137192,9981,18,2
344.103021,9980,19,2
345.012702,9979,20,2
346.133777,9978,21,2
352.942672,9977,22,2
359.338327,9976,23,2
360.647541,9975,24,2
361.249845,9974,25,2
363.006215,9973,26,2
364.032051,9972,27,2
365.158627,9971,28,2
365.668214,9971,27,3
367.047499,9971,26,4
367.417139,9970,27,4
368.354549,9969,28,4
368.860861,9968,29,4
370.149129,9967,30,4
370.960389,9966,31,4
371.004894,9965,32,4
381.929773,9964,33,4
390.138547,9963,34,4
390.818833,9962,35,4
391.213199,9961,36,4
392.367979,9960,37,4
393.796923,9959,38,4
396.802356,9958,39,4
398.951744,9957,40,4
402.246566,9956,41,4
403.696966,9955,42,4
406.455053,9954,43,4
407.757752,9953,44,4
407.974706,9952,45,4
410.494002,9951,46,4
413.606294,9950,47,4
414.496002,9949,48,4
415.386072,9948,49,4
415.821018,9947,50,4
415.944531,9946,51,4
421.689767,9945,52,4
421.963684,9944,53,4
424.662613,9943,54,4
424.984143,9942,55,4
425.172811,9941,56,4
428.63296,9940,57,4
429.051942,9939,58,4
429.114497,9938,59,4
429.210426,9937,60,4
429.531957,9936,61,4
430.106823,9935,62,4
431.275455,9934,63,4
432.157577,9934,62,5
436.12451,9933,63,5
438.637471,9932,64,5
438.764284,9931,65,5
439.089426,9930,66,5
439.380869,9929,67,5
439.879202,9928,68,5
444.208485,9927,69,5
444.612922,9926,70,5
444.795157,9925,71,5
447.050137,9924,72,5
448.554525,9923,73,5
448.91313,9922,74,5
450.551463,9922,73,6
451.453279,9921,74,6
451.713429,9920,75,6
456.123184,9920,74,7
456.756352,9919,75,7
456.773918,9918,76,7
458.574635,9917,77,7
460.594793,9916,78,7
461.251418,9915,79,7
463.25773,9915,78,8
463.410734,9914,79,8
469.763272,9914,78,9
470.307339,9913,79,9
471.050145,9912,80,9
471.091651,9911,81,9
472.436016,9910,82,9
472.7822,9909,83,9
473.841592,9908,84,9
473.988244,9907,85,9
474.081826,9906,86,9
475.536678,9905,87,9
479.331577,9904,88,9
479.778834,9903,89,9
480.004461,9902,90,9
480.010138,9901,91,9
480.173099,9900,92,9
480.726847,9899,93,9
481.926277,9898,94,9
483.028596,9897,95,9
483.437385,9896,96,9
483.576687,9895,97,9
484.309326,9894,98,9
485.040901,9893,99,9
487.411501,9892,100,9
488.014185,9891,101,9
488.505284,9890,102,9
488.649914,9889,103,9
490.383574,9888,104,9
491.558032,9888,103,10
491.778476,9887,104,10
492.075421,9887,103,11
492.132048,9886,104,11
492.521954,9885,105,11
492.775844,9885,104,12
493.145317,9884,105,12
493.916578,9883,106,12
495.243013,9882,107,12
495.664907,9881,108,12
496.315532,9880,109,12
497.303252,9879,110,12
497.392013,9878,111,12
497.457522,9877,112,12
497.47017,9876,113,12
498.758459,9875,114,12
499.46669,9875,113,13
499.67592,9874,114,13
501.211417,9873,115,13
501.501665,9872,116,13
501.601515,9871,117,13
504.523366,9870,118,13
506.166543,9869,119,13
506.450299,9868,120,13
506.963407,9867,121,13
507.256282,9867,120,14
507.695108,9866,121,14
507.817814,9865,122,14
508.415841,9864,123,14
509.156429,9863,124,14
511.689098,9862,125,14
513.266037,9861,126,14
513.489556,9860,127,14
513.512348,9859,128,14
514.015768,9858,129,14
514.654788,9857,130,14
515.365201,9856,131,14
516.162698,9855,132,14
516.17527,9854,133,14
516.793078,9853,134,14
517.237415,9852,135,14
518.679665,9851,136,14
519.404207,9850,137,14
519.866811,9849,138,14
519.939506,9848,139,14
520.018192,9847,140,14
521.242108,9847,139,15
521.378087,9846,140,15
522.671245,9845,141,15
524.258943,9844,142,15
524.456969,9843,143,15
525.056126,9842,144,15
525.557032,9841,145,15
526.193044,9841,144,16
526.985954,9841,143,17
527.412781,9840,144,17
528.171187,9839,145,17
528.224887,9838,146,17
529.333959,9837,147,17
530.788958,9836,148,17
531.701938,9835,149,17
531.723011,9834,150,17
532.47608,9833,151,17
533.293474,9832,152,17
533.412559,9831,153,17
533.993181,9830,154,17
534.268882,9829,155,17
537.61596,9829,154,18
537.754788,9828,155,18
538.268565,9827,156,18
538.346574,9826,157,18
538.350881,9825,158,18
539.310867,9824,159,18
539.615785,9823,160,18
540.531556,9822,161,18
540.926324,9821,162,18
541.100933,9820,163,18
541.361433,9819,164,18
542.361663,9818,165,18
542.798145,9817,166,18
543.554815,9817,165,19
543.811012,9817,164,20
543.994907,9817,163,21
544.270839,9816,164,21
544.958083,9815,165,21
545.682216,9814,166,21
546.260441,9813,167,21
546.348475,9812,168,21
546.469261,9811,169,21
547.387332,9810,170,21
547.925756,9809,171,21
548.19226,9808,172,21
548.206534,9807,173,21
548.646449,9807,172,22
549.321101,9806,173,22
549.770315,9805,174,22
550.619465,9804,175,22
551.60634,9803,176,22
552.187211,9802,177,22
552.420902,9801,178,22
553.353351,9800,179,22
554.076915,9799,180,22
555.181885,9799,179,23
556.194891,9798,180,23
557.967055,9797,181,23
558.611278,9796,182,23
559.09314,9796,181,24
559.629426,9795,182,24
559.751532,9794,183,24
560.126502,9793,184,24
560.165219,9792,185,24
560.877168,9791,186,24
561.056938,9790,187,24
561.17229,9789,188,24
561.453431,9788,189,24
561.773198,9788,188,25
561.8307,9788,187,26
562.649541,9787,188,26
563.182475,9786,189,26
563.216777,9785,190,26
564.594736,9785,189,27
564.597906,9784,190,27
564.73911,9783,191,27
564.926573,9782,192,27
565.509249,9781,193,27
565.997052,9780,194,27
566.882143,9779,195,27
566.892416,9778,196,27
568.223739,9777,197,27
568.262025,9776,198,27
568.811525,9775,199,27
568.956602,9775,198,28
569.644196,9774,199,28
569.97401,9773,200,28
569.984235,9772,201,28
570.491144,9771,202,28
570.979482,9771,201,29
570.999533,9770,202,29
571.143729,9769,203,29
571.38683,9768,204,29
571.426174,9767,205,29
572.061813,9766,206,29
572.148216,9765,207,29
572.267924,9764,208,29
572.31879,9763,209,29
572.672777,9762,210,29
573.320636,9761,211,29
573.430188,9760,212,29
574.065394,9759,213,29
575.249585,9759,212,30
575.363645,9759,211,31
575.684422,9758,212,31
575.885633,9757,213,31
576.345212,9756,214,31
576.75236,9756,213,32
577.777677,9755,214,32
578.263335,9754,215,32
578.355522,9753,216,32
578.605382,9752,217,32
578.724919,9751,218,32
579.824513,9751,217,33
579.910454,9750,218,33
580.017065,9749,219,33
580.703647,9749,218,34
581.33114,9748,219,34
581.767642,9747,220,34
582.37786,9746,221,34
582.630433,9745,222,34
582.655815,9744,223,34
582.712935,9743,224,34
582.945862,9742,225,34
583.511319,9741,226,34
583.799448,9740,227,34
584.350275,9739,228,34
584.457646,9738,229,34
585.269933,9737,230,34
585.373459,9736,231,34
585.375965,9735,232,34
586.05956,9734,233,34
586.293545,9733,234,34
586.370447,9732,235,34
586.79156,9731,236,34
586.947165,9730,237,34
587.069573,9729,238,34
587.284692,9728,239,34
587.390366,9727,240,34
587.436226,9726,241,34
588.171712,9725,242,34
588.322568,9724,243,34
588.727152,9724,242,35
588.896954,9723,243,35
589.713209,9722,244,35
590.033989,9721,245,35
590.314491,9720,246,35
590.615443,9719,247,35
590.913983,9718,248,35
590.950184,9717,249,35
591.181923,9716,250,35
591.851503,9716,249,36
592.348834,9715,250,36
593.12364,9714,251,36
593.212488,9714,250,37
593.321662,9713,251,37
593.363621,9712,252,37
593.707776,9711,253,37
594.100772,9710,254,37
594.783785,9709,255,37
594.800839,9708,256,37
594.893901,9707,257,37
595.324921,9706,258,37
595.67419,9705,259,37
595.910888,9704,260,37
596.064204,9704,259,38
596.072466,9703,260,38
596.271385,9702,261,38
596.590465,9701,262,38
596.873564,9700,263,38
597.373939,9699,264,38
597.769414,9698,265,38
597.931013,9698,264,39
598.2018,9697,265,39
599.219387,9696,266,39
600.213101,9695,267,39
600.242285,9694,268,39
600.315892,9693,269,39
601.455063,9692,270,39
601.66699,9691,271,39
601.971645,9690,272,39
602.203223,9689,273,39
602.702546,9688,274,39
602.910555,9687,275,39
603.173781,9686,276,39
603.292269,9685,277,39
603.304853,9684,278,39
603.479542,9683,279,39
603.683919,9682,280,39
603.690493,9681,281,39
603.756985,9680,282,39
603.796586,9679,283,39
604.167777,9678,284,39
604.231076,9678,283,40
604.31726,9677,284,40
604.724607,9676,285,40
604.785419,9675,286,40
605.290609,9674,287,40
605.583004,9673,288,40
605.809748,9672,289,40
605.905517,9671,290,40
606.280774,9670,291,40
606.663753,9669,292,40
607.054991,9668,293,40
607.11243,9667,294,40
607.481355,9666,295,40
607.699937,9665,296,40
607.71391,9664,297,40
607.924929,9663,298,40
608.220499,9662,299,40
608.859503,9661,300,40
608.944357,9660,301,40
609.16366,9659,302,40
609.241153,9658,303,40
609.855448,9658,302,41
609.992136,9657,303,41
610.142389,9656,304,41
610.146571,9655,305,41
610.711112,9654,306,41
610.72521,9653,307,41
610.814199,9652,308,41
611.453565,9651,309,41
611.660313,9650,310,41
611.966523,9649,311,41
612.014577,9649,310,42
612.326147,9648,311,42
612.716695,9647,312,42
612.757167,9646,313,42
613.307342,9645,314,42
613.513429,9644,315,42
613.672864,9644,314,43
613.682204,9643,315,43
613.911694,9642,316,43
614.010722,9641,317,43
614.025268,9640,318,43
614.062558,9639,319,43
614.238676,9638,320,43
614.553713,9637,321,43
614.633675,9636,322,43
614.637514,9635,323,43
614.721159,9635,322,44
614.766183,9634,323,44
614.799678,9633,324,44
615.126009,9632,325,44
615.267685,9631,326,44
615.27943,9630,327,44
615.509172,9629,328,44
615.915584,9628,329,44
616.01492,9627,330,44
616.087036,9626,331,44
616.215662,9625,332,44
616.728322,9624,333,44
616.899699,9623,334,44
617.366667,9622,335,44
617.45552,9621,336,44
617.658076,9620,337,44
617.782986,9619,338,44
618.11561,9618,339,44
618.561064,9617,340,44
618.705268,9616,341,44
618.815354,9615,342,44
620.042344,9614,343,44
620.054285,9613,344,44
621.228172,9612,345,44
621.290548,9611,346,44
621.380108,9610,347,44
621.478077,9609,348,44
621.585417,9608,349,44
622.31707,9607,350,44
622.797944,9607,349,45
623.043246,9606,350,45
623.367723,9605,351,45
623.371313,9604,352,45
623.623645,9603,353,45
623.635865,9602,354,45
623.651479,9601,355,45
624.101169,9600,356,45
624.161392,9599,357,45
624.198979,9599,356,46
624.328036,9598,357,46
624.737055,9597,358,46
624.99091,9596,359,46
625.4856,9595,360,46
626.224689,9594,361,46
626.417473,9593,362,46
627.180167,9592,363,46
627.485666,9591,364,46
627.596468,9590,365,46
627.917492,9589,366,46
628.528853,9588,367,46
628.742506,9588,366,47
628.970259,9587,367,47
629.861983,9586,368,47
629.940502,9585,369,47
630.133715,9584,370,47
630.606384,9583,371,47
630.798493,9582,372,47
630.831301,9581,373,47
630.982987,9580,374,47
631.053186,9579,375,47
631.490492,9579,374,48
631.514226,9578,375,48
631.688128,9577,376,48
631.840272,9576,377,48
632.488656,9575,378,48
632.588453,9574,379,48
632.783828,9573,380,48
632.830311,9572,381,48
633.347835,9571,382,48
633.503542,9570,383,48
633.635048,9569,384,48
633.788975,9568,385,48
634.325508,9567,386,48
634.447183,9567,385,49
634.455126,9566,386,49
634.460016,9565,387,49
634.590021,9564,388,49
635.20413,9563,389,49
635.341482,9563,388,50
635.406744,9562,389,50
635.430966,9561,390,50
635.531594,9560,391,50
635.776723,9559,392,50
635.831961,9558,393,50
636.049264,9557,394,50
636.474211,9557,393,51
636.609133,9556,394,51
636.815127,9555,395,51
636.895472,9554,396,51
637.226667,9553,397,51
638.174429,9552,398,51
638.251535,9551,399,51
638.67182,9550,400,51
639.066531,9549,401,51
639.176343,9548,402,51
639.207604,9548,401,52
639.442779,9547,402,52
639.472365,9546,403,52
640.286901,9545,404,52
640.371443,9545,403,53
640.409753,9544,404,53
640.430895,9543,405,53
640.707797,9542,406,53
641.004624,9541,407,53
641.033114,9540,408,53
641.095618,9539,409,53
641.135111,9538,410,53
641.197572,9537,411,53
641.401098,9536,412,53
641.8525,9535,413,53
642.106971,9534,414,53
642.449464,9533,415,53
642.996868,9532,416,53
643.186293,9532,415,54
643.218584,9531,416,54
643.299095,9531,415,55
643.476242,9530,416,55
643.744569,9529,417,55
644.101985,9528,418,55
644.346108,9527,419,55
644.652055,9527,418,56
644.865158,9527,417,57
645.357868,9527,416,58
645.453303,9526,417,58
645.493102,9525,418,58
645.969334,9524,419,58
646.004631,9523,420,58
646.018712,9522,421,58
646.091766,9521,422,58
646.170582,9520,423,58
646.217085,9519,424,58
646.278697,9518,425,58
646.566481,9517,426,58
646.945999,9516,427,58
647.280425,9515,428,58
647.384593,9514,429,58
647.534783,9513,430,58
647.628406,9513,429,59
648.354226,9512,430,59
648.418675,9511,431,59
648.418905,9510,432,59
648.530131,9509,433,59
648.54927,9508,434,59
648.565056,9508,433,60
648.57608,9507,434,60
648.805452,9506,435,60
649.044432,9505,436,60
649.156653,9504,437,60
649.377478,9503,438,60
649.473012,9502,439,60
649.513935,9501,440,60
649.528835,9500,441,60
649.767645,9499,442,60
649.988738,9498,443,60
650.215915,9497,444,60
650.622312,9496,445,60
650.781605,9495,446,60
651.017496,9494,447,60
651.077073,9493,448,60
651.102371,9493,447,61
651.254444,9492,448,61
651.496479,9491,449,61
651.672282,9490,450,61
651.739252,9489,451,61
651.781226,9488,452,61
652.30437,9487,453,61
653.021912,9486,454,61
653.057056,9486,453,62
653.220444,9485,454,62
653.332251,9484,455,62
653.576942,9483,456,62
653.631739,9482,457,62
653.657716,9481,458,62
653.883951,9480,459,62
654.279441,9479,460,62
654.540867,9478,461,62
655.044561,9477,462,62
655.081027,9476,463,62
655.169953,9475,464,62
655.336771,9474,465,62
655.388479,9473,466,62
655.749227,9472,467,62
655.948076,9471,468,62
656.013494,9470,469,62
656.098548,9470,468,63
656.169039,9469,469,63
656.234064,9468,470,63
656.487502,9467,471,63
656.516216,9466,472,63
656.530146,9465,473,63
656.714408,9464,474,63
656.91438,9463,475,63
657.044859,9462,476,63
657.223263,9461,477,63
657.881074,9460,478,63
657.921197,9459,479,63
658.105758,9458,480,63
658.13549,9457,481,63
658.148892,9456,482,63
658.215004,9455,483,63
658.279975,9454,484,63
658.477504,9453,485,63
658.493243,9452,486,63
658.844222,9451,487,63
659.282835,9450,488,63
659.349369,9449,489,63
659.554447,9448,490,63
659.884949,9447,491,63
659.982898,9446,492,63
660.019573,9445,493,63
660.33651,9444,494,63
660.404302,9443,495,63
660.431129,9442,496,63
660.615139,9442,495,64
660.844388,9442,494,65
660.901792,9441,495,65
661.047571,9440,496,65
661.182724,9439,497,65
661.235179,9438,498,65
661.315946,9438,497,66
661.542293,9437,498,66
661.657944,9436,499,66
661.851673,9435,500,66
661.970089,9434,501,66
662.303024,9433,502,66
662.654712,9432,503,66
662.919015,9432,502,67
662.976414,9431,503,67
663.140554,9430,504,67
663.397134,9429,505,67
663.486333,9428,506,67
663.612746,9427,507,67
663.663002,9426,508,67
663.88788,9425,509,67
663.973817,9424,510,67
664.020305,9424,509,68
664.311889,9423,510,68
664.409005,9422,511,68
664.609809,9421,512,68
665.251298,9420,513,68
665.67047,9419,514,68
665.723432,9418,515,68
665.751977,9417,516,68
665.951577,9416,517,68
666.170105,9415,518,68
666.406459,9414,519,68
666.514347,9413,520,68
666.6377,9412,521,68
666.766951,9411,522,68
667.000382,9410,523,68
667.141975,9409,524,68
667.335725,9408,525,68
667.432462,9407,526,68
667.655648,9406,527,68
667.716227,9405,528,68
668.289484,9404,529,68
668.507376,9403,530,68
668.763308,9402,531,68
669.047073,9401,532,68
669.109401,9400,533,68
669.146576,9399,534,68
669.26347,9398,535,68
669.479078,9397,536,68
670.286577,9396,537,68
670.384793,9395,538,68
670.671337,9394,539,68
670.734357,9394,538,69
670.744282,9393,539,69
670.998476,9393,538,70
671.181134,9392,539,70
671.324046,9391,540,70
671.380288,9390,541,70
671.444924,9389,542,70
671.552937,9388,543,70
672.232272,9387,544,70
672.267623,9386,545,70
672.507827,9385,546,70
672.694216,9384,547,70
672.78934,9383,548,70
673.288787,9382,549,70
673.295422,9381,550,70
673.66929,9380,551,70
673.858365,9380,550,71
673.867974,9379,551,71
675.49393,9378,552,71
675.534579,9377,553,71
676.134483,9376,554,71
676.729748,9375,555,71
676.967596,9374,556,71
676.995971,9373,557,71
677.099913,9372,558,71
677.243784,9371,559,71
677.246196,9370,560,71
677.406427,9369,561,71
677.477653,9368,562,71
677.60159,9367,563,71
677.680058,9366,564,71
677.851419,9365,565,71
677.871463,9364,566,71
677.989288,9364,565,72
678.042568,9364,564,73
678.066083,9363,565,73
678.187703,9362,566,73
678.254786,9362,565,74
678.25904,9361,566,74
678.336816,9361,565,75
678.432403,9360,566,75
678.827743,9359,567,75
678.991612,9358,568,75
679.082987,9357,569,75
679.273026,9356,570,75
679.289783,9355,571,75
679.376214,9354,572,75
679.472754,9353,573,75
679.626799,9352,574,75
679.729855,9352,573,76
679.915674,9351,574,76
680.224232,9350,575,76
680.386419,9349,576,76
680.695154,9348,577,76
680.715158,9347,578,76
680.785762,9346,579,76
680.936935,9345,580,76
681.273088,9344,581,76
681.299022,9344,580,77
681.653492,9343,581,77
681.670903,9342,582,77
681.727245,9341,583,77
681.743066,9340,584,77
681.82547,9339,585,77
681.95613,9338,586,77
681.996314,9337,587,77
682.048731,9336,588,77
682.162716,9335,589,77
682.201439,9334,590,77
682.24448,9333,591,77
682.734771,9332,592,77
682.742663,9331,593,77
682.761308,9331,592,78
682.833392,9330,593,78
682.859945,9329,594,78
682.978439,9328,595,78
683.212988,9327,596,78
683.622321,9326,597,78
683.695872,9325,598,78
683.759162,9325,597,79
684.058511,9324,598,79
684.11129,9323,599,79
684.132604,9322,600,79
684.792563,9321,601,79
684.96824,9320,602,79
685.058257,9319,603,79
685.153038,9318,604,79
685.180022,9317,605,79
685.322526,9316,606,79
685.428457,9315,607,79
685.456601,9315,606,80
685.587468,9314,607,80
685.640335,9313,608,80
685.645761,9312,609,80
685.665054,9311,610,80
685.898494,9310,611,80
686.193757,9310,610,81
686.266556,9309,611,81
686.308363,9308,612,81
686.650962,9307,613,81
686.931854,9306,614,81
687.071575,9305,615,81
687.173879,9304,616,81
687.184736,9303,617,81
687.206959,9302,618,81
687.344375,9301,619,81
687.519926,9300,620,81
688.026833,9299,621,81
688.237005,9298,622,81
688.584549,9297,623,81
688.619682,9296,624,81
689.322694,9295,625,81
689.397008,9294,626,81
689.483155,9293,627,81
689.616018,9292,628,81
689.728891,9291,629,81
689.733509,9290,630,81
689.746093,9289,631,81
690.087593,9288,632,81
690.442466,9287,633,81
690.496612,9286,634,81
690.53166,9286,633,82
690.556537,9285,634,82
690.633681,9284,635,82
690.812661,9283,636,82
691.385979,9282,637,82
691.479595,9282,636,83
691.968215,9281,637,83
692.176901,9281,636,84
692.322846,9280,637,84
692.339648,9279,638,84
692.714406,9278,639,84
692.721975,9277,640,84
692.825309,9276,641,84
692.931344,9275,642,84
693.03433,9274,643,84
693.052864,9273,644,84
693.071898,9272,645,84
693.075271,9272,644,85
693.119537,9271,645,85
693.144781,9270,646,85
693.794827,9269,647,85
693.967932,9268,648,85
694.038713,9267,649,85
694.221168,9266,650,85
694.277594,9265,651,85
694.475557,9264,652,85
694.736039,9263,653,85
694.759275,9262,654,85
694.911832,9261,655,85
694.926796,9260,656,85
695.002633,9259,657,85
695.015792,9258,658,85
695.071655,9257,659,85
695.246016,9256,660,85
695.399629,9255,661,85
695.544116,9254,662,85
695.815176,9253,663,85
695.967606,9252,664,85
696.123325,9251,665,85
696.221725,9251,664,86
696.240658,9250,665,86
696.303751,9249,666,86
696.489889,9248,667,86
696.496146,9248,666,87
696.612894,9247,667,87
696.693349,9246,668,87
697.022411,9245,669,87
697.050229,9245,668,88
698.147128,9244,669,88
698.257284,9243,670,88
698.332202,9242,671,88
698.341262,9241,672,88
698.505774,9240,673,88
698.517996,9239,674,88
698.896168,9239,673,89
699.131566,9238,674,89
699.409957,9237,675,89
699.64739,9236,676,89
699.869858,9235,677,89
700.265823,9234,678,89
700.356062,9234,677,90
700.389334,9233,678,90
700.90028,9232,679,90
701.145236,9231,680,90
701.277226,9230,681,90
701.574278,9229,682,90
701.584376,9228,683,90
701.900599,9227,684,90
702.173999,9227,683,91
702.344498,9226,684,91
702.351307,9225,685,91
702.592668,9224,686,91
702.70571,9223,687,91
703.077306,9222,688,91
703.456408,9221,689,91
703.551558,9220,690,91
703.82507,9219,691,91
703.84555,9218,692,91
703.904375,9217,693,91
704.264829,9216,694,91
704.468161,9215,695,91
704.472593,9215,694,92
704.813797,9214,695,92
704.815371,9213,696,92
705.211024,9212,697,92
705.236448,9211,698,92
705.359816,9210,699,92
705.385465,9209,700,92
705.471004,9208,701,92
705.568489,9208,700,93
705.780439,9208,699,94
706.03002,9207,700,94
706.101881,9206,701,94
706.385086,9206,700,95
706.46446,9205,701,95
706.739952,9204,702,95
706.800396,9203,703,95
706.845783,9203,702,96
707.191422,9202,703,96
707.40846,9201,704,96
707.593035,9200,705,96
707.612803,9199,706,96
707.860027,9198,707,96
708.328404,9197,708,96
708.336472,9196,709,96
708.384616,9195,710,96
708.541496,9195,709,97
708.656828,9195,708,98
708.65809,9194,709,98
708.662889,9193,710,98
708.732977,9192,711,98
708.822135,9191,712,98
708.9039,9190,713,98
709.173804,9189,714,98
709.386129,9188,715,98
709.394472,9187,716,98
709.433536,9186,717,98
709.465647,9185,718,98
709.681973,9185,717,99
709.894456,9184,718,99
709.899663,9184,717,100
709.903955,9183,718,100
710.06403,9182,719,100
710.25871,9181,720,100
710.477654,9180,721,100
710.513078,9179,722,100
710.527905,9179,721,101
710.539129,9178,722,101
710.598414,9177,723,101
711.208514,9177,722,102
711.605316,9176,723,102
711.623319,9175,724,102
711.792265,9174,725,102
712.297979,9173,726,102
712.328423,9172,727,102
712.482406,9171,728,102
712.532616,9170,729,102
712.604011,9169,730,102
712.725767,9168,731,102
713.132333,9167,732,102
713.148308,9166,733,102
713.150725,9165,734,102
713.170278,9164,735,102
713.250378,9163,736,102
713.369143,9163,735,103
713.621977,9162,736,103
713.72431,9161,737,103
713.913043,9160,738,103
714.027573,9159,739,103
714.569359,9158,740,103
714.661121,9157,741,103
714.683527,9156,742,103
714.684279,9155,743,103
714.698397,9154,744,103
714.997099,9153,745,103
715.018187,9152,746,103
715.111704,9151,747,103
715.471732,9150,748,103
715.68425,9149,749,103
715.923924,9148,750,103
716.217683,9147,751,103
716.334777,9146,752,103
716.404764,9145,753,103
716.433599,9144,754,103
716.526798,9143,755,103
716.706773,9142,756,103
716.954176,9142,755,104
716.982922,9141,756,104
717.066038,9140,757,104
717.239835,9139,758,104
717.455982,9138,759,104
717.681239,9138,758,105
717.868767,9137,759,105
717.954354,9136,760,105
717.971314,9135,761,105
718.39042,9134,762,105
718.423283,9133,763,105
718.475724,9132,764,105
718.49847,9131,765,105
718.520491,9130,766,105
718.586258,9129,767,105
718.769106,9128,768,105
718.788481,9128,767,106
718.827033,9127,768,106
718.868273,9126,769,106
719.195621,9125,770,106
719.237324,9124,771,106
719.565803,9123,772,106
719.833361,9122,773,106
719.851466,9121,774,106
720.088451,9120,775,106
720.08888,9119,776,106
720.269754,9119,775,107
720.292969,9118,776,107
720.302968,9117,777,107
720.5161,9116,778,107
720.571293,9115,779,107
720.651862,9114,780,107
721.098304,9113,781,107
721.136341,9112,782,107
721.164713,9112,781,108
721.19776,9111,782,108
721.589411,9110,783,108
721.837158,9109,784,108
721.845285,9108,785,108
721.894658,9107,786,108
721.964605,9106,787,108
722.086864,9105,788,108
722.365162,9104,789,108
722.385116,9104,788,109
722.408873,9103,789,109
722.61885,9102,790,109
722.766691,9102,789,110
722.812743,9102,788,111
722.949248,9101,789,111
723.060856,9100,790,111
723.097854,9099,791,111
723.126116,9098,792,111
723.156778,9097,793,111
723.24686,9096,794,111
723.42258,9095,795,111
723.501083,9094,796,111
723.507537,9094,795,112
723.857436,9093,796,112
723.890941,9092,797,112
723.935518,9091,798,112
723.961225,9090,799,112
724.000599,9089,800,112
724.413689,9088,801,112
724.548467,9087,802,112
724.58506,9086,803,112
724.598864,9085,804,112
724.732555,9085,803,113
724.785631,9084,804,113
724.807146,9083,805,113
724.840478,9082,806,113
724.955998,9081,807,113
725.301138,9080,808,113
725.418541,9079,809,113
725.516305,9078,810,113
725.636863,9077,811,113
725.756558,9077,810,114
725.860914,9076,811,114
726.04403,9075,812,114
726.368858,9074,813,114
726.65096,9073,814,114
726.737913,9072,815,114
726.75578,9071,816,114
726.996343,9070,817,114
727.016224,9070,816,115
727.126476,9069,817,115
727.355372,9068,818,115
727.438155,9067,819,115
727.449224,9066,820,115
727.612203,9065,821,115
727.699102,9064,822,115
727.713619,9063,823,115
727.723526,9062,824,115
727.808099,9062,823,116
727.865461,9062,822,117
727.967603,9061,823,117
728.019614,9060,824,117
728.298152,9059,825,117
728.376182,9059,824,118
728.463658,9058,825,118
728.470416,9057,826,118
728.477447,9056,827,118
728.598386,9055,828,118
728.682211,9054,829,118
728.712847,9053,830,118
728.883305,9052,831,118
728.936447,9051,832,118
729.34485,9050,833,118
729.453718,9049,834,118
729.697484,9048,835,118
729.806821,9047,836,118
729.817503,9046,837,118
729.861724,9045,838,118
729.978172,9044,839,118
730.037012,9043,840,118
730.120146,9042,841,118
730.196931,9041,842,118
730.383537,9041,841,119
730.435038,9040,842,119
730.772757,9040,841,120
730.893094,9040,840,121
731.047919,9039,841,121
731.058649,9038,842,121
731.192366,9037,843,121
731.202588,9037,842,122
731.241862,9036,843,122
731.309111,9035,844,122
731.575201,9034,845,122
731.581356,9033,846,122
731.688438,9033,845,123
731.800227,9032,846,123
732.105406,9031,847,123
732.297347,9030,848,123
732.473085,9029,849,123
732.503569,9028,850,123
732.552769,9027,851,123
732.653815,9026,852,123
732.718443,9025,853,123
732.739434,9024,854,123
733.090987,9023,855,123
733.151215,9022,856,123
733.159573,9021,857,123
733.207651,9021,856,124
733.325232,9020,857,124
733.517396,9020,856,125
733.587297,9019,857,125
733.636204,9019,856,126
733.64791,9018,857,126
733.705466,9018,856,127
733.842579,9017,857,127
734.206659,9016,858,127
734.276122,9015,859,127
734.312097,9014,860,127
734.359886,9014,859,128
734.44712,9013,860,128
734.592725,9012,861,128
734.651514,9011,862,128
734.689288,9010,863,128
734.721363,9010,862,129
734.741963,9010,861,130
734.921785,9009,862,130
735.011488,9008,863,130
735.045284,9007,864,130
735.138057,9006,865,130
735.232212,9005,866,130
735.572891,9004,867,130
735.710909,9003,868,130
735.740854,9002,869,130
735.998416,9001,870,130
736.129443,9001,869,131
736.229857,9000,870,131
736.243771,8999,871,131
736.481113,8998,872,131
736.610302,8998,871,132
736.700068,8997,872,132
736.792363,8996,873,132
736.812974,8995,874,132
737.120101,8994,875,132
737.195438,8993,876,132
737.201047,8992,877,132
737.305079,8991,878,132
737.431592,8990,879,132
737.441802,8990,878,133
737.670246,8989,879,133
737.779948,8989,878,134
737.835014,8988,879,134
737.860589,8988,878,135
737.942638,8987,879,135
738.048987,8986,880,135
738.205412,8985,881,135
738.218055,8984,882,135
738.229837,8984,881,136
738.23956,8983,882,136
738.301282,8982,883,136
738.416944,8981,884,136
738.509423,8980,885,136
738.677264,8979,886,136
738.814875,8978,887,136
738.842936,8977,888,136
739.004609,8976,889,136
739.099427,8975,890,136
739.110679,8974,891,136
739.256875,8973,892,136
739.333521,8972,893,136
739.380646,8971,894,136
