t,s,i,r
854.790494,7646,2053,302
854.831694,7645,2054,302
854.839064,7645,2053,303
854.884304,7644,2054,303
854.941343,7643,2055,303
855.062213,7642,2056,303
855.201688,7641,2057,303
855.277116,7640,2058,303
855.318291,7639,2059,303
855.423366,7638,2060,303
855.44493,7637,2061,303
855.598399,7636,2062,303
855.675457,7635,2063,303
855.740689,7634,2064,303
855.746484,7633,2065,303
855.761243,7632,2066,303
855.837363,7632,2065,304
855.921739,7631,2066,304
855.970361,7630,2067,304
856.007541,7629,2068,304
856.057357,7628,2069,304
856.066578,7627,2070,304
856.160865,7627,2069,305
856.260647,7626,2070,305
856.316149,7625,2071,305
856.491947,7625,2070,306
856.546279,7624,2071,306
856.550564,7623,2072,306
856.717096,7622,2073,306
856.801136,7621,2074,306
856.840485,7620,2075,306
856.998782,7619,2076,306
857.072927,7618,2077,306
857.173626,7617,2078,306
857.207214,7616,2079,306
857.221639,7615,2080,306
857.260319,7614,2081,306
857.263901,7614,2080,307
857.314162,7613,2081,307
857.405051,7612,2082,307
857.417053,7611,2083,307
857.419965,7610,2084,307
857.497839,7609,2085,307
857.536726,7608,2086,307
857.547716,7607,2087,307
857.664743,7606,2088,307
857.774199,7605,2089,307
857.892533,7604,2090,307
857.897796,7603,2091,307
857.988046,7602,2092,307
858.003872,7601,2093,307
858.112169,7600,2094,307
858.158019,7599,2095,307
858.261005,7598,2096,307
858.355337,7597,2097,307
858.369435,7596,2098,307
858.469505,7595,2099,307
858.483619,7594,2100,307
858.488356,7594,2099,308
858.490183,7593,2100,308
858.505271,7593,2099,309
858.572419,7592,2100,309
858.577369,7591,2101,309
858.68403,7590,2102,309
858.72715,7590,2101,310
858.806607,7590,2100,311
858.818605,7589,2101,311
858.958726,7588,2102,311
858.970131,7587,2103,311
859.035698,7586,2104,311
859.116399,7585,2105,311
859.124173,7584,2106,311
859.151957,7583,2107,311
859.195323,7582,2108,311
859.261016,7581,2109,311
859.420016,7580,2110,311
859.428799,7580,2109,312
859.577963,7579,2110,312
859.673535,7578,2111,312
859.681432,7577,2112,312
859.683481,7577,2111,313
859.762583,7576,2112,313
859.777617,7575,2113,313
859.80863,7574,2114,313
859.808719,7573,2115,313
859.892246,7572,2116,313
859.924637,7571,2117,313
859.926336,7570,2118,313
860.073754,7569,2119,313
860.076061,7568,2120,313
860.104019,7567,2121,313
860.335314,7566,2122,313
860.343871,7565,2123,313
860.357586,7564,2124,313
860.388672,7563,2125,313
860.422442,7562,2126,313
860.497628,7561,2127,313
860.591754,7560,2128,313
860.594221,7559,2129,313
860.706079,7558,2130,313
860.812829,7557,2131,313
860.827692,7556,2132,313
860.873683,7555,2133,313
860.998622,7554,2134,313
861.06883,7553,2135,313
861.138545,7552,2136,313
861.207225,7551,2137,313
861.23285,7550,2138,313
861.296447,7549,2139,313
861.307697,7548,2140,313
861.570845,7548,2139,314
861.573154,7547,2140,314
861.576286,7546,2141,314
861.717533,7545,2142,314
862.005309,7544,2143,314
862.016933,7543,2144,314
862.110473,7542,2145,314
862.120655,7541,2146,314
862.167488,7540,2147,314
862.178117,7539,2148,314
862.194936,7538,2149,314
862.238686,7537,2150,314
862.357976,7536,2151,314
862.444736,7535,2152,314
862.477606,7535,2151,315
862.507002,7534,2152,315
862.526444,7533,2153,315
862.570957,7532,2154,315
862.61727,7532,2153,316
862.618992,7531,2154,316
862.630682,7531,2153,317
862.723002,7530,2154,317
862.733489,7529,2155,317
862.790842,7529,2154,318
862.844407,7528,2155,318
862.927149,7527,2156,318
862.944711,7526,2157,318
862.979943,7525,2158,318
863.094988,7524,2159,318
863.123503,7523,2160,318
863.145833,7522,2161,318
863.180459,7522,2160,319
863.292752,7521,2161,319
863.302085,7520,2162,319
863.309187,7519,2163,319
863.312789,7518,2164,319
863.346264,7517,2165,319
863.400696,7516,2166,319
863.431023,7515,2167,319
863.500597,7514,2168,319
863.549401,7513,2169,319
863.554643,7512,2170,319
863.617713,7511,2171,319
863.645711,7510,2172,319
863.670687,7509,2173,319
863.767365,7508,2174,319
863.799975,7507,2175,319
863.912465,7506,2176,319
864.070632,7505,2177,319
864.10345,7504,2178,319
864.177895,7503,2179,319
864.31228,7502,2180,319
864.334379,7501,2181,319
864.334418,7501,2180,320
864.353867,7501,2179,321
864.381018,7500,2180,321
864.385123,7499,2181,321
864.558762,7498,2182,321
864.616153,7497,2183,321
864.6289,7496,2184,321
864.705342,7495,2185,321
864.714871,7494,2186,321
864.722585,7493,2187,321
864.729666,7492,2188,321
864.764163,7491,2189,321
864.805433,7491,2188,322
864.872423,7490,2189,322
864.904765,7489,2190,322
864.909173,7488,2191,322
864.982713,7487,2192,322
865.055112,7486,2193,322
865.111135,7486,2192,323
865.136655,7485,2193,323
865.202019,7484,2194,323
865.244736,7483,2195,323
865.317801,7482,2196,323
865.327277,7481,2197,323
865.497538,7480,2198,323
865.640436,7479,2199,323
865.701402,7478,2200,323
865.708643,7477,2201,323
865.871625,7476,2202,323
865.90826,7475,2203,323
865.945289,7474,2204,323
866.003942,7473,2205,323
866.013447,7472,2206,323
866.137352,7471,2207,323
866.167197,7470,2208,323
866.208697,7469,2209,323
866.214993,7468,2210,323
866.385932,7468,2209,324
866.47692,7468,2208,325
866.50589,7467,2209,325
866.521311,7466,2210,325
866.57213,7465,2211,325
866.769828,7464,2212,325
866.788663,7463,2213,325
866.858034,7462,2214,325
866.943456,7461,2215,325
867.04786,7460,2216,325
867.131841,7459,2217,325
867.132777,7459,2216,326
867.142479,7458,2217,326
867.19885,7457,2218,326
867.2186,7457,2217,327
867.249431,7457,2216,328
867.313038,7456,2217,328
867.326096,7456,2216,329
867.330693,7456,2215,330
867.371957,7455,2216,330
867.382054,7454,2217,330
867.410456,7454,2216,331
867.41583,7453,2217,331
867.438961,7452,2218,331
867.480294,7451,2219,331
867.499216,7451,2218,332
867.610269,7451,2217,333
867.65202,7450,2218,333
867.659658,7449,2219,333
867.672068,7448,2220,333
867.681158,7448,2219,334
867.709541,7447,2220,334
867.79231,7446,2221,334
867.855537,7445,2222,334
867.885391,7445,2221,335
867.968319,7444,2222,335
868.058104,7443,2223,335
868.082009,7443,2222,336
868.105058,7442,2223,336
868.187085,7441,2224,336
868.290299,7440,2225,336
868.333581,7439,2226,336
868.336105,7438,2227,336
868.366973,7438,2226,337
868.418433,7437,2227,337
868.574945,7436,2228,337
868.591655,7435,2229,337
868.605284,7434,2230,337
868.640193,7433,2231,337
868.829121,7432,2232,337
868.860913,7431,2233,337
868.891574,7430,2234,337
869.071751,7429,2235,337
869.081014,7428,2236,337
869.131064,7427,2237,337
869.163443,7426,2238,337
869.169296,7425,2239,337
869.191113,7424,2240,337
869.20025,7424,2239,338
869.312975,7423,2240,338
869.370304,7422,2241,338
869.433076,7421,2242,338
869.475956,7420,2243,338
869.517322,7419,2244,338
869.531957,7418,2245,338
869.602787,7418,2244,339
869.70622,7418,2243,340
869.732603,7418,2242,341
869.74952,7417,2243,341
869.756051,7416,2244,341
869.764085,7415,2245,341
869.780244,7414,2246,341
869.884241,7414,2245,342
869.904377,7413,2246,342
869.985105,7412,2247,342
870.022163,7411,2248,342
870.060108,7410,2249,342
870.074645,7409,2250,342
870.128451,7408,2251,342
870.164291,7407,2252,342
870.238161,7406,2253,342
870.293998,7405,2254,342
870.298592,7405,2253,343
870.299875,7404,2254,343
870.348162,7403,2255,343
870.385297,7402,2256,343
870.523157,7401,2257,343
870.56769,7400,2258,343
870.698135,7399,2259,343
870.705879,7398,2260,343
870.718187,7397,2261,343
870.746623,7396,2262,343
870.801332,7395,2263,343
870.823711,7394,2264,343
870.929184,7393,2265,343
870.98871,7392,2266,343
871.120839,7392,2265,344
871.143002,7391,2266,344
871.159891,7390,2267,344
871.170078,7390,2266,345
871.171528,7389,2267,345
871.216235,7388,2268,345
871.274864,7387,2269,345
871.287435,7387,2268,346
871.305041,7386,2269,346
871.332789,7385,2270,346
871.363684,7384,2271,346
871.375286,7383,2272,346
871.449264,7382,2273,346
871.520217,7381,2274,346
871.53877,7380,2275,346
871.5483,7379,2276,346
871.65178,7378,2277,346
871.679218,7378,2276,347
871.697936,7377,2277,347
871.707075,7376,2278,347
871.809521,7375,2279,347
871.849302,7374,2280,347
871.933577,7373,2281,347
871.969289,7372,2282,347
871.980811,7371,2283,347
872.047032,7370,2284,347
872.059927,7369,2285,347
872.176486,7368,2286,347
872.249204,7367,2287,347
872.256066,7366,2288,347
872.32229,7365,2289,347
872.35811,7364,2290,347
872.489925,7363,2291,347
872.517382,7362,2292,347
872.588991,7361,2293,347
872.662471,7360,2294,347
872.712,7360,2293,348
872.755488,7360,2292,349
872.786799,7359,2293,349
872.79762,7358,2294,349
872.803387,7357,2295,349
872.852389,7356,2296,349
873.047019,7355,2297,349
873.047754,7354,2298,349
873.122639,7353,2299,349
873.13163,7353,2298,350
873.183135,7352,2299,350
873.241617,7352,2298,351
873.297049,7351,2299,351
873.40853,7350,2300,351
873.539458,7350,2299,352
873.551844,7350,2298,353
873.553466,7350,2297,354
873.644179,7349,2298,354
873.678878,7348,2299,354
873.718488,7347,2300,354
873.776969,7346,2301,354
873.825033,7345,2302,354
873.93638,7344,2303,354
873.97752,7343,2304,354
873.985244,7342,2305,354
874.019586,7341,2306,354
874.034235,7340,2307,354
874.044325,7339,2308,354
874.140884,7338,2309,354
874.161695,7337,2310,354
874.257547,7336,2311,354
874.272186,7335,2312,354
874.275868,7334,2313,354
874.304899,7333,2314,354
874.339165,7332,2315,354
874.353353,7331,2316,354
874.435428,7330,2317,354
874.446035,7329,2318,354
874.53496,7328,2319,354
874.681837,7328,2318,355
874.712316,7327,2319,355
874.774929,7326,2320,355
874.81183,7325,2321,355
874.962724,7324,2322,355
874.996982,7323,2323,355
875.010081,7322,2324,355
875.025543,7321,2325,355
875.027879,7320,2326,355
875.148556,7319,2327,355
875.181018,7318,2328,355
875.25081,7317,2329,355
875.285252,7316,2330,355
875.328977,7315,2331,355
875.415342,7314,2332,355
875.441077,7313,2333,355
875.447641,7312,2334,355
875.480247,7311,2335,355
875.505394,7310,2336,355
875.509538,7310,2335,356
875.535483,7309,2336,356
875.616152,7309,2335,357
875.616328,7308,2336,357
875.667536,7307,2337,357
875.683186,7306,2338,357
875.820229,7305,2339,357
876.101816,7304,2340,357
876.118379,7303,2341,357
876.249519,7302,2342,357
876.270072,7301,2343,357
876.393462,7300,2344,357
876.523745,7299,2345,357
876.556408,7298,2346,357
876.568815,7297,2347,357
876.573038,7296,2348,357
876.593148,7295,2349,357
876.619993,7295,2348,358
876.631371,7294,2349,358
876.635545,7293,2350,358
876.643083,7292,2351,358
876.644274,7291,2352,358
876.718148,7290,2353,358
876.720363,7289,2354,358
876.808499,7288,2355,358
876.863835,7287,2356,358
876.912405,7286,2357,358
877.016388,7285,2358,358
877.046411,7284,2359,358
877.144214,7283,2360,358
877.264974,7282,2361,358
877.282524,7281,2362,358
877.304126,7280,2363,358
877.324701,7279,2364,358
877.347543,7278,2365,358
877.436717,7277,2366,358
877.494592,7276,2367,358
877.623261,7276,2366,359
877.636957,7275,2367,359
877.683878,7274,2368,359
877.774919,7273,2369,359
877.792199,7272,2370,359
877.802527,7271,2371,359
877.805308,7270,2372,359
877.870294,7270,2371,360
877.915945,7269,2372,360
878.126895,7268,2373,360
878.162216,7267,2374,360
878.316965,7266,2375,360
878.537936,7265,2376,360
878.546093,7265,2375,361
878.59176,7264,2376,361
878.696457,7263,2377,361
878.697128,7262,2378,361
878.722935,7262,2377,362
878.774353,7262,2376,363
878.807778,7261,2377,363
878.906442,7260,2378,363
878.907616,7259,2379,363
878.987784,7258,2380,363
879.000968,7257,2381,363
879.034643,7256,2382,363
879.040607,7255,2383,363
879.049185,7254,2384,363
879.106822,7253,2385,363
879.161885,7252,2386,363
879.215491,7251,2387,363
879.275407,7251,2386,364
879.278287,7250,2387,364
879.369367,7249,2388,364
879.406724,7248,2389,364
879.410875,7247,2390,364
879.46557,7246,2391,364
879.576843,7245,2392,364
879.597225,7244,2393,364
879.622126,7243,2394,364
879.63115,7242,2395,364
879.711359,7241,2396,364
879.720503,7240,2397,364
879.777153,7239,2398,364
879.852478,7238,2399,364
879.858508,7237,2400,364
879.868646,7236,2401,364
879.895479,7235,2402,364
879.912289,7234,2403,364
879.936443,7234,2402,365
879.941427,7233,2403,365
880.031205,7232,2404,365
880.22378,7231,2405,365
880.247606,7230,2406,365
880.285374,7229,2407,365
880.291072,7228,2408,365
880.320322,7228,2407,366
880.335261,7227,2408,366
880.349514,7226,2409,366
880.37874,7225,2410,366
880.390583,7224,2411,366
880.432471,7223,2412,366
880.447998,7222,2413,366
880.448082,7221,2414,366
880.468216,7220,2415,366
880.474624,7219,2416,366
880.562209,7218,2417,366
880.634501,7218,2416,367
880.707304,7217,2417,367
880.783137,7216,2418,367
880.797424,7215,2419,367
880.807771,7214,2420,367
880.867007,7213,2421,367
880.870677,7213,2420,368
880.926491,7212,2421,368
881.009579,7211,2422,368
881.065574,7210,2423,368
881.128037,7209,2424,368
881.180675,7208,2425,368
881.238554,7207,2426,368
881.296997,7207,2425,369
881.521879,7206,2426,369
881.573029,7205,2427,369
881.635421,7204,2428,369
881.638894,7203,2429,369
881.640089,7202,2430,369
881.661601,7201,2431,369
881.750891,7200,2432,369
881.766789,7199,2433,369
881.886473,7198,2434,369
882.068906,7197,2435,369
882.074317,7196,2436,369
882.116393,7195,2437,369
882.179535,7195,2436,370
882.197362,7194,2437,370
882.249772,7193,2438,370
882.291938,7192,2439,370
882.316865,7191,2440,370
882.374272,7190,2441,370
882.407539,7190,2440,371
882.460316,7189,2441,371
882.495918,7188,2442,371
882.614334,7187,2443,371
882.626616,7186,2444,371
882.641012,7185,2445,371
882.760646,7184,2446,371
882.8816,7183,2447,371
882.9291,7182,2448,371
882.930367,7182,2447,372
882.942243,7181,2448,372
882.967771,7180,2449,372
882.970604,7179,2450,372
883.087893,7178,2451,372
883.099298,7177,2452,372
883.118498,7176,2453,372
883.217081,7176,2452,373
883.21728,7175,2453,373
883.222597,7174,2454,373
883.234574,7173,2455,373
883.267984,7172,2456,373
883.294895,7171,2457,373
883.351714,7170,2458,373
883.382028,7169,2459,373
883.427974,7168,2460,373
883.536214,7167,2461,373
883.553726,7166,2462,373
883.575512,7165,2463,373
883.577061,7164,2464,373
883.597946,7163,2465,373
883.670417,7162,2466,373
883.677485,7161,2467,373
883.720987,7160,2468,373
883.740692,7160,2467,374
883.747844,7159,2468,374
883.823737,7158,2469,374
883.893651,7157,2470,374
883.910058,7156,2471,374
883.927755,7155,2472,374
884.007648,7154,2473,374
884.025232,7153,2474,374
884.087537,7152,2475,374
884.126126,7151,2476,374
884.202183,7150,2477,374
884.257368,7149,2478,374
884.271764,7148,2479,374
884.382186,7147,2480,374
884.509264,7146,2481,374
884.531755,7145,2482,374
884.570718,7145,2481,375
884.59696,7144,2482,375
884.617963,7143,2483,375
884.623144,7142,2484,375
884.626731,7141,2485,375
884.645304,7140,2486,375
884.666961,7139,2487,375
884.780395,7138,2488,375
884.858483,7137,2489,375
885.057416,7136,2490,375
885.094725,7135,2491,375
885.096927,7134,2492,375
885.159571,7133,2493,375
885.256491,7133,2492,376
885.317867,7132,2493,376
885.426422,7131,2494,376
885.443862,7131,2493,377
885.455227,7130,2494,377
885.549498,7129,2495,377
885.591131,7128,2496,377
885.655481,7127,2497,377
885.720817,7126,2498,377
885.789002,7125,2499,377
885.830774,7124,2500,377
885.837266,7123,2501,377
885.843953,7122,2502,377
885.89584,7121,2503,377
885.905619,7121,2502,378
885.944795,7120,2503,378
885.971444,7119,2504,378
886.03715,7118,2505,378
886.117945,7117,2506,378
886.261503,7116,2507,378
886.276143,7115,2508,378
886.30737,7115,2507,379
886.317475,7114,2508,379
886.443547,7113,2509,379
886.445901,7112,2510,379
886.533633,7111,2511,379
886.563114,7110,2512,379
886.590091,7109,2513,379
886.737925,7108,2514,379
886.765176,7107,2515,379
886.769495,7106,2516,379
886.784644,7105,2517,379
886.860012,7104,2518,379
886.889935,7103,2519,379
886.95539,7102,2520,379
886.996556,7101,2521,379
887.069999,7100,2522,379
887.11341,7099,2523,379
887.246106,7098,2524,379
887.2479,7097,2525,379
887.25895,7096,2526,379
887.313299,7096,2525,380
887.363613,7095,2526,380
887.370438,7094,2527,380
887.481875,7093,2528,380
887.503007,7092,2529,380
887.566477,7091,2530,380
887.572322,7090,2531,380
887.623138,7089,2532,380
887.661914,7088,2533,380
887.677238,7087,2534,380
887.837813,7087,2533,381
887.866288,7086,2534,381
887.947707,7085,2535,381
888.019229,7084,2536,381
888.028317,7083,2537,381
888.075676,7082,2538,381
888.114694,7081,2539,381
888.126675,7080,2540,381
888.151804,7079,2541,381
888.255224,7078,2542,381
888.262663,7077,2543,381
888.26511,7076,2544,381
888.267684,7075,2545,381
888.276063,7074,2546,381
888.390819,7073,2547,381
888.548593,7072,2548,381
888.598981,7071,2549,381
888.623818,7070,2550,381
888.78736,7069,2551,381
888.833995,7068,2552,381
888.841664,7067,2553,381
888.852112,7066,2554,381
889.034819,7065,2555,381
889.04685,7064,2556,381
889.052859,7063,2557,381
889.068824,7062,2558,381
889.132761,7061,2559,381
889.287515,7061,2558,382
889.357215,7061,2557,383
889.496451,7060,2558,383
889.546455,7059,2559,383
889.566442,7058,2560,383
889.658745,7057,2561,383
889.673819,7056,2562,383
889.678589,7055,2563,383
889.701026,7055,2562,384
889.735007,7054,2563,384
889.750729,7053,2564,384
889.804746,7052,2565,384
889.856676,7051,2566,384
889.953778,7050,2567,384
890.097246,7049,2568,384
890.112903,7048,2569,384
890.132591,7048,2568,385
890.182648,7047,2569,385
890.187449,7046,2570,385
890.192239,7045,2571,385
890.301141,7044,2572,385
890.338046,7043,2573,385
890.344679,7042,2574,385
890.374349,7042,2573,386
890.482002,7041,2574,386
890.515729,7040,2575,386
890.573702,7039,2576,386
890.615499,7038,2577,386
890.650139,7037,2578,386
890.809392,7036,2579,386
890.820356,7035,2580,386
890.827941,7034,2581,386
890.829013,7033,2582,386
890.910646,7032,2583,386
890.919809,7031,2584,386
890.999842,7030,2585,386
891.004689,7029,2586,386
891.026691,7028,2587,386
891.063714,7027,2588,386
891.101305,7026,2589,386
891.101896,7025,2590,386
891.107969,7024,2591,386
891.175507,7023,2592,386
891.269586,7023,2591,387
891.3326,7022,2592,387
891.360597,7021,2593,387
891.446607,7020,2594,387
891.574572,7019,2595,387
891.661709,7018,2596,387
891.66749,7017,2597,387
891.678764,7016,2598,387
891.718254,7015,2599,387
891.740642,7014,2600,387
891.805402,7013,2601,387
891.840033,7012,2602,387
891.842143,7011,2603,387
891.878392,7010,2604,387
891.880777,7009,2605,387
891.891966,7008,2606,387
891.99782,7007,2607,387
892.010272,7006,2608,387
892.012771,7005,2609,387
892.017485,7004,2610,387
892.04522,7003,2611,387
892.084827,7002,2612,387
892.089449,7001,2613,387
892.147276,7000,2614,387
892.166799,6999,2615,387
892.173296,6998,2616,387
892.242656,6997,2617,387
892.281038,6996,2618,387
892.382617,6995,2619,387
892.39418,6994,2620,387
892.4528,6993,2621,387
892.469376,6992,2622,387
892.48454,6991,2623,387
892.591522,6990,2624,387
892.605964,6989,2625,387
892.665215,6988,2626,387
892.722996,6987,2627,387
892.868631,6986,2628,387
892.8699,6985,2629,387
892.915685,6985,2628,388
892.935592,6984,2629,388
892.997724,6983,2630,388
893.012774,6982,2631,388
893.057649,6981,2632,388
893.067828,6980,2633,388
893.145191,6979,2634,388
893.157483,6978,2635,388
893.216676,6977,2636,388
893.29873,6976,2637,388
893.339872,6975,2638,388
893.354229,6974,2639,388
893.454877,6973,2640,388
893.614016,6972,2641,388
893.675884,6971,2642,388
893.789665,6970,2643,388
893.813412,6969,2644,388
893.813696,6968,2645,388
893.84812,6967,2646,388
893.925391,6966,2647,388
893.931296,6965,2648,388
893.950608,6964,2649,388
893.950639,6963,2650,388
893.980076,6962,2651,388
894.027734,6962,2650,389
894.068298,6961,2651,389
894.073703,6960,2652,389
894.221892,6959,2653,389
894.236258,6958,2654,389
894.292136,6957,2655,389
894.333086,6956,2656,389
894.361517,6955,2657,389
894.490657,6954,2658,389
894.663337,6953,2659,389
894.73861,6952,2660,389
894.785723,6951,2661,389
894.950885,6950,2662,389
895.051824,6949,2663,389
895.082902,6948,2664,389
895.275939,6947,2665,389
895.332797,6946,2666,389
895.405673,6946,2665,390
895.420639,6945,2666,390
895.592008,6944,2667,390
895.804277,6943,2668,390
895.844149,6943,2667,391
895.852617,6942,2668,391
895.856801,6941,2669,391
895.901801,6940,2670,391
895.907273,6939,2671,391
895.995573,6938,2672,391
896.058546,6937,2673,391
896.094535,6936,2674,391
896.141151,6935,2675,391
896.245393,6934,2676,391
896.249265,6933,2677,391
896.250089,6932,2678,391
896.374843,6932,2677,392
896.458609,6931,2678,392
896.508985,6930,2679,392
896.559981,6930,2678,393
896.592702,6929,2679,393
896.598273,6928,2680,393
896.747209,6927,2681,393
896.762406,6926,2682,393
896.794577,6925,2683,393
896.907937,6924,2684,393
896.99022,6923,2685,393
897.038876,6922,2686,393
897.080295,6921,2687,393
897.16594,6920,2688,393
897.232684,6919,2689,393
897.241042,6919,2688,394
897.296967,6918,2689,394
897.331,6918,2688,395
897.334409,6917,2689,395
897.354562,6916,2690,395
897.398302,6915,2691,395
897.399135,6915,2690,396
897.529955,6914,2691,396
897.542227,6913,2692,396
897.568858,6912,2693,396
897.579446,6911,2694,396
897.597613,6910,2695,396
897.641255,6909,2696,396
897.841423,6909,2695,397
897.952508,6908,2696,397
898.01737,6907,2697,397
898.026837,6906,2698,397
898.300779,6905,2699,397
898.301857,6904,2700,397
898.545719,6903,2701,397
898.587337,6902,2702,397
898.599355,6901,2703,397
898.62712,6900,2704,397
898.671568,6899,2705,397
898.685449,6898,2706,397
898.712795,6897,2707,397
898.822382,6896,2708,397
898.843463,6895,2709,397
898.853232,6894,2710,397
898.868507,6893,2711,397
898.916755,6892,2712,397
898.948854,6891,2713,397
898.990622,6890,2714,397
899.143909,6889,2715,397
899.144835,6888,2716,397
899.269756,6887,2717,397
899.292634,6886,2718,397
899.411194,6885,2719,397
899.538488,6884,2720,397
899.554298,6883,2721,397
899.597577,6883,2720,398
899.611827,6882,2721,398
899.620355,6881,2722,398
899.698221,6881,2721,399
899.745177,6880,2722,399
899.751819,6879,2723,399
899.79108,6878,2724,399
899.799574,6877,2725,399
899.821165,6876,2726,399
899.952538,6875,2727,399
899.959653,6874,2728,399
899.964535,6874,2727,400
899.976154,6873,2728,400
900.005603,6872,2729,400
900.193954,6871,2730,400
900.392281,6871,2729,401
900.616382,6870,2730,401
900.705571,6869,2731,401
900.711074,6868,2732,401
900.724252,6867,2733,401
900.773563,6866,2734,401
900.800154,6865,2735,401
900.808802,6864,2736,401
900.856523,6864,2735,402
901.026757,6863,2736,402
901.058803,6862,2737,402
901.290284,6861,2738,402
901.317044,6860,2739,402
901.318582,6859,2740,402
901.411834,6858,2741,402
901.414809,6857,2742,402
901.442643,6856,2743,402
901.485659,6855,2744,402
901.508415,6854,2745,402
901.589465,6853,2746,402
901.745163,6852,2747,402
901.77073,6851,2748,402
901.78681,6850,2749,402
901.894005,6849,2750,402
901.928474,6848,2751,402
901.946466,6848,2750,403
901.971822,6847,2751,403
901.979183,6846,2752,403
902.021977,6845,2753,403
902.03442,6844,2754,403
902.052803,6843,2755,403
902.096822,6842,2756,403
902.104047,6841,2757,403
902.10876,6840,2758,403
902.122883,6839,2759,403
902.144034,6838,2760,403
902.333905,6837,2761,403
902.375419,6836,2762,403
902.376856,6835,2763,403
902.386458,6834,2764,403
902.39324,6833,2765,403
902.468263,6833,2764,404
902.526255,6832,2765,404
902.53348,6831,2766,404
902.696798,6830,2767,404
902.754209,6829,2768,404
902.769955,6828,2769,404
902.772137,6827,2770,404
902.785223,6826,2771,404
902.826742,6825,2772,404
902.831255,6824,2773,404
902.897368,6823,2774,404
902.899102,6822,2775,404
902.913986,6822,2774,405
902.92379,6821,2775,405
902.949129,6820,2776,405
902.982651,6820,2775,406
902.99753,6820,2774,407
903.040041,6819,2775,407
903.071749,6818,2776,407
903.118296,6818,2775,408
903.195103,6817,2776,408
903.218867,6816,2777,408
903.28047,6816,2776,409
903.329856,6815,2777,409
903.383365,6815,2776,410
903.440543,6814,2777,410
903.440752,6813,2778,410
903.480637,6812,2779,410
903.48342,6811,2780,410
903.519049,6810,2781,410
903.679158,6809,2782,410
903.704594,6808,2783,410
903.70781,6807,2784,410
903.742101,6806,2785,410
903.795072,6805,2786,410
903.819428,6804,2787,410
903.839428,6803,2788,410
903.87522,6802,2789,410
903.876789,6801,2790,410
904.111755,6801,2789,411
904.138251,6800,2790,411
904.146652,6799,2791,411
904.149451,6798,2792,411
904.219642,6797,2793,411
904.454012,6796,2794,411
904.456507,6795,2795,411
904.46433,6794,2796,411
904.483159,6794,2795,412
904.649627,6793,2796,412
904.656824,6792,2797,412
904.664398,6791,2798,412
904.745367,6790,2799,412
904.790304,6789,2800,412
904.862711,6789,2799,413
904.875907,6788,2800,413
904.917139,6787,2801,413
904.938852,6786,2802,413
904.999316,6785,2803,413
905.088726,6784,2804,413
905.124276,6784,2803,414
905.166742,6783,2804,414
905.291495,6782,2805,414
905.306894,6782,2804,415
905.334215,6781,2805,415
905.347884,6780,2806,415
905.367003,6780,2805,416
905.384615,6779,2806,416
905.391498,6778,2807,416
905.413638,6777,2808,416
905.442789,6776,2809,416
905.493634,6775,2810,416
905.526305,6775,2809,417
905.558321,6774,2810,417
905.66209,6773,2811,417
905.678536,6772,2812,417
905.706674,6771,2813,417
905.803714,6770,2814,417
905.845799,6769,2815,417
905.890483,6768,2816,417
905.942132,6767,2817,417
905.990689,6766,2818,417
906.001576,6765,2819,417
906.040148,6764,2820,417
906.057278,6763,2821,417
906.145189,6762,2822,417
906.150009,6761,2823,417
906.186264,6760,2824,417
906.219716,6759,2825,417
906.234898,6758,2826,417
906.255682,6757,2827,417
906.269474,6756,2828,417
906.362766,6755,2829,417
906.377851,6754,2830,417
906.431532,6753,2831,417
906.455438,6752,2832,417
906.503723,6752,2831,418
906.524384,6751,2832,418
906.527916,6750,2833,418
906.541604,6750,2832,419
906.543311,6749,2833,419
906.60316,6748,2834,419
906.628644,6747,2835,419
906.633638,6746,2836,419
906.63915,6746,2835,420
906.687425,6745,2836,420
906.690634,6745,2835,421
906.729493,6744,2836,421
906.807993,6743,2837,421
906.868876,6742,2838,421
906.871796,6741,2839,421
906.956699,6740,2840,421
907.016486,6739,2841,421
907.019259,6738,2842,421
907.047702,6737,2843,421
907.104033,6736,2844,421
907.161664,6735,2845,421
907.170535,6734,2846,421
907.195405,6733,2847,421
907.229521,6732,2848,421
907.26149,6731,2849,421
907.26239,6730,2850,421
907.269653,6729,2851,421
907.271885,6729,2850,422
907.275586,6728,2851,422
907.322518,6728,2850,423
907.392663,6727,2851,423
907.397904,6726,2852,423
907.578476,6725,2853,423
907.673788,6725,2852,424
907.680514,6724,2853,424
907.691455,6723,2854,424
907.72146,6722,2855,424
907.8003,6721,2856,424
907.814172,6720,2857,424
907.991218,6720,2856,425
908.035573,6719,2857,425
908.04892,6718,2858,425
908.207022,6717,2859,425
908.234897,6716,2860,425
908.24099,6716,2859,426
908.333016,6715,2860,426
908.340882,6714,2861,426
908.359916,6713,2862,426
908.36964,6712,2863,426
908.394942,6711,2864,426
908.398046,6711,2863,427
908.399507,6710,2864,427
908.408335,6709,2865,427
908.475266,6708,2866,427
908.495293,6707,2867,427
908.535273,6706,2868,427
908.540999,6706,2867,428
908.595828,6705,2868,428
908.601378,6704,2869,428
908.637792,6704,2868,429
908.646121,6703,2869,429
908.707924,6702,2870,429
908.761296,6701,2871,429
908.809987,6700,2872,429
908.904261,6699,2873,429
908.974243,6698,2874,429
