100,3,460,153.333,0.010000
100,3,374,124.667,0.110000
100,3,347,115.667,0.210000
100,3,323,107.667,0.310000
100,10,976,97.600,0.410000
100,10,957,95.700,0.510000
100,20,1400,70.000,0.610000
100,100,6640,66.400,0.710000
100,100,5246,52.460,0.810000
100,100,3269,32.690,0.910000
