100,10,1912,0.010000,191.200
100,10,1877,0.110000,187.700
100,10,1772,0.210000,177.200
100,10,1678,0.310000,167.800
100,10,1587,0.410000,158.700
100,10,1397,0.510000,139.700
100,50,5841,0.610000,116.820
100,50,4630,0.710000,92.600
100,50,3158,0.810000,63.160
100,50,2025,0.910000,40.500
