0,5,0.5,0.1
1,4.388393,1.791721,0.11629
2,2.690445,5.824731,0.241654
3,0.065008,9.517301,0.727602
4,0.000237,7.037904,2.209838
5,0.000043,1.947587,5.239869
6,0.000496,0.021679,4.491748
7,0.009477,0.000558,2.735158
8,0.176189,0.000063,1.657227
9,2.079964,0.000028,1.003937
10,4.679681,0.000043,0.608176
11,4.98371,0.000104,0.36844
12,4.999118,0.000307,0.223231
13,4.99962,0.001015,0.135306
14,4.998801,0.003592,0.082131
15,4.99562,0.013247,0.050119
16,4.983515,0.050067,0.031197
17,4.936859,0.191669,0.02087
18,4.755263,0.73404,0.017564
19,4.04108,2.726497,0.024505
20,1.43715,8.282698,0.060733
21,0.003594,9.902722,0.192212
22,0.000005,8.846473,0.602977
23,0,6.713403,1.792714
24,0,2.445587,4.337599
25,0,0.059915,4.302511
26,0.000001,0.001788,2.645528
27,0.000016,0.000206,1.603681
28,0.000299,0.000055,0.971569
29,0.005749,0.000024,0.588569
30,0.108284,0.000015,0.356545
31,1.502546,0.000016,0.215987
32,4.486423,0.000043,0.130842
33,4.972794,0.000149,0.079267
34,4.99852,0.00055,0.048032
35,4.999253,0.002083,0.02913
36,4.997372,0.008007,0.017723
37,4.989837,0.03104,0.010918
38,4.960398,0.120815,0.007048
39,4.844922,0.469305,0.00534
40,4.388844,1.787618,0.006131
41,2.600683,6.123041,0.012877
42,0.03498,10.195977,0.039462
43,0.000027,9.625447,0.125655
44,0,8.780691,0.391887
45,0,7.236524,1.174336
46,0,3.9955,3.115947
47,0,0.3372,4.59401
48,0,0.007641,3.005166
49,0,0.000659,1.825257
50,0,0.000147,1.106047
51,0.000005,0.000058,0.670073
52,0.000091,0.000033,0.405928
53,0.001747,0.000023,0.245906
54,0.033373,0.000018,0.148966
55,0.573545,0.000018,0.09024
56,3.601687,0.000039,0.054666
57,4.908463,0.000141,0.033118
58,4.995392,0.00054,0.020068
59,4.999105,0.002091,0.01217
60,4.997327,0.008144,0.007405
61,4.989597,0.031823,0.004564
62,4.959237,0.124468,0.002951
63,4.839817,0.484885,0.00225
64,4.36715,1.848972,0.00262
65,2.515064,6.303849,0.005584
66,0.028376,10.213228,0.017193
67,0.000021,9.70092,0.054802
68,0,9.0631,0.171768
69,0,8.120186,0.525121
70,0,6.287958,1.52186
71,0,2.664196,3.66302
72,0,0.121874,4.038828
73,0,0.004479,2.526227
74,0,0.000569,1.533035
75,0,0.00016,0.928956
76,0,0.000073,0.562795
77,0.000003,0.000045,0.340944
78,0.000065,0.000032,0.206542
79,0.001253,0.000026,0.12512
80,0.023968,0.000023,0.075796
81,0.42458,0.000023,0.045916
82,3.23562,0.000048,0.027815
83,4.872002,0.000173,0.016851
84,4.99354,0.000668,0.010212
85,4.998851,0.002605,0.006195
86,4.996656,0.010192,0.003773
87,4.986949,0.039935,0.002335
88,4.94876,0.156394,0.001534
89,4.798308,0.608776,0.00123
90,4.201565,2.304124,0.00158
91,1.919962,7.465382,0.003684
92,0.008108,10.16052,0.011583
93,0.000006,9.640494,0.03685
94,0,9.059677,0.115372
95,0,8.280466,0.353519
96,0,6.89134,1.040907
97,0,4.030532,2.732721
98,0,0.494488,4.294295
99,0,0.014119,2.927993
100,0,0.001296,1.782553
101,0,0.000299,1.08052
102,0,0.000121,0.654672
103,0,0.000068,0.396617
104,0.000002,0.000048,0.240273
105,0.000029,0.000037,0.145556
106,0.000567,0.000032,0.088177
107,0.010869,0.000028,0.053416
108,0.201151,0.000027,0.032359
109,2.250914,0.000045,0.019603
110,4.719529,0.000153,0.011876
111,4.985693,0.000593,0.007196
112,4.998569,0.002319,0.004365
113,4.997001,0.009087,0.002657
114,4.988356,0.035637,0.001641
115,4.954263,0.139669,0.001069
116,4.819946,0.544389,0.000835
117,4.287452,2.069803,0.001022
