,ê∂éYé“,àÍéüè¡îÔé“,ìÒéüè¡îÔé“
810,1.727956,0.292097,1.321962
811,1.717746,0.405588,1.069904
812,1.573872,0.672347,0.980525
813,1.277507,1.104787,1.091335
814,0.900748,1.414959,1.449481
815,0.729758,1.12427,1.947066
816,0.967898,0.582326,2.127625
817,1.43264,0.325314,1.835512
818,1.696409,0.2802,1.43516
819,1.736091,0.354336,1.135757
820,1.636587,0.564682,0.990133
821,1.39144,0.952681,1.029582
822,1.01805,1.36333,1.304874
823,0.744993,1.285964,1.791751
824,0.844987,0.738655,2.130595
825,1.28715,0.377634,1.961214
826,1.640813,0.280212,1.560338
827,1.740438,0.317367,1.218186
828,1.683663,0.477356,1.019329
829,1.489465,0.807541,0.993404
830,1.145532,1.254589,1.186102
831,0.802567,1.38883,1.622182
832,0.764034,0.923754,2.070598
833,1.127841,0.458558,2.063659
834,1.556118,0.293531,1.693578
835,1.729063,0.29306,1.316302
836,1.716385,0.408766,1.066868
837,1.570055,0.678679,0.980593
838,1.271047,1.112827,1.095393
839,0.895026,1.415721,1.457827
840,0.730229,1.114529,1.954526
841,0.975425,0.57502,2.125767
842,1.439716,0.323183,1.828436
843,1.698655,0.280541,1.428785
844,1.735457,0.356696,1.131814
845,1.633646,0.56991,0.989112
846,1.385731,0.960742,1.032215
847,1.01141,1.367731,1.311982
848,0.743059,1.278586,1.800602
849,0.850572,0.729436,2.132026
850,1.295432,0.374183,1.954944
851,1.644478,0.279894,1.553404
852,1.740581,0.31901,1.213378
853,1.681521,0.481529,1.017296
854,1.484667,0.814937,0.994726
855,1.138676,1.261452,1.191741
856,0.798528,1.385181,1.631256
857,0.767182,0.913463,2.07534
858,1.136374,0.453389,2.059051
859,1.56144,0.292441,1.686349
860,1.730115,0.294057,1.310684
861,1.714985,0.411992,1.063881
862,1.566189,0.685069,0.980721
863,1.264555,1.12084,1.09953
864,0.889372,1.416266,1.466227
865,0.730834,1.104712,1.961877
866,0.983031,0.567826,2.123748
867,1.44671,0.321113,1.821338
868,1.700833,0.280915,1.422445
869,1.734783,0.359096,1.127918
870,1.630659,0.575197,0.988146
871,1.379975,0.968823,1.034921
872,1.004801,1.371963,1.319164
873,0.741247,1.271042,1.809411
874,0.856278,0.720305,2.133273
875,1.303669,0.370812,1.948611
876,1.64806,0.279613,1.546494
877,1.740681,0.320689,1.208614
878,1.679338,0.485755,1.015316
879,1.479819,0.82238,0.996116
880,1.131815,1.268217,1.197461
881,0.79459,1.381312,1.640343
882,0.770465,0.903195,2.079917
883,1.144924,0.448323,2.054331
884,1.566671,0.291398,1.679128
885,1.731114,0.295086,1.305107
886,1.713546,0.415265,1.060944
887,1.562275,0.691517,0.980911
888,1.258033,1.128822,1.103745
889,0.883788,1.416591,1.47468
890,0.731573,1.094824,1.969115
891,0.990716,0.560743,2.121569
892,1.453621,0.319103,1.814219
893,1.702945,0.281323,1.41614
894,1.734069,0.361537,1.12407
895,1.627627,0.580542,0.987237
896,1.374175,0.976921,1.037701
897,0.998224,1.376024,1.32642
898,0.739559,1.263334,1.818173
899,0.862103,0.711265,2.134338
900,1.311859,0.367521,1.942218
901,1.651559,0.279369,1.53961
902,1.740736,0.322404,1.203896
903,1.677115,0.490035,1.013388
904,1.474921,0.829869,0.997572
905,1.124951,1.274881,1.203262
906,0.790757,1.377224,1.649442
907,0.773884,0.892955,2.084328
908,1.153487,0.443356,2.0495
909,1.57181,0.290399,1.671914
910,1.73206,0.29615,1.299571
911,1.712068,0.418586,1.058057
912,1.558312,0.698022,0.981162
913,1.251481,1.136769,1.10804
914,0.878278,1.416696,1.483184
915,0.732447,1.08487,1.976238
916,0.998474,0.553771,2.119233
917,1.460448,0.317151,1.807081
918,1.70499,0.281764,1.409872
919,1.733317,0.36402,1.120269
920,1.624551,0.585946,0.986385
921,1.36833,0.985035,1.040554
922,0.991682,1.379911,1.333748
923,0.737994,1.255468,1.826885
924,0.868045,0.702317,2.13522
925,1.32,0.364308,1.935767
926,1.654978,0.279161,1.532751
927,1.740748,0.324156,1.199223
928,1.674849,0.49437,1.011513
929,1.469973,0.837403,0.999096
930,1.118086,1.28144,1.209143
931,0.787027,1.372919,1.65855
932,0.777437,0.882746,2.088569
933,1.162058,0.438489,2.044563
934,1.576857,0.289444,1.664709
935,1.732955,0.297246,1.294078
936,1.710552,0.421955,1.05522
937,1.554299,0.704585,0.981474
938,1.2449,1.144679,1.112414
939,0.872842,1.41658,1.491737
940,0.733455,1.074855,1.983242
941,1.006305,0.54691,2.116741
942,1.467189,0.315257,1.799925
943,1.706971,0.282238,1.403639
944,1.732525,0.366545,1.116516
945,1.621428,0.591409,0.985589
946,1.362441,0.993162,1.043482
947,0.985178,1.383619,1.341149
948,0.736554,1.247447,1.835543
949,0.874102,0.693463,2.13592
950,1.328089,0.361171,1.929259
951,1.658316,0.27899,1.525919
952,1.740717,0.325945,1.194595
953,1.672542,0.49876,1.009691
954,1.464975,0.84498,1.000688
955,1.111222,1.287889,1.215104
956,0.783403,1.3684,1.667663
957,0.781125,0.872574,2.09264
958,1.170636,0.433721,2.039521
959,1.581813,0.288534,1.657514
960,1.733797,0.298377,1.288627
961,1.708996,0.425373,1.052434
962,1.550237,0.711205,0.981849
963,1.238292,1.152548,1.116868
964,0.867482,1.416241,1.500339
965,0.734599,1.064784,1.990124
966,1.014204,0.54016,2.114097
967,1.473844,0.31342,1.792754
968,1.708886,0.282745,1.397443
969,1.731694,0.369112,1.112811
970,1.61826,0.596931,0.98485
971,1.356508,1.001301,1.046485
972,0.978712,1.387146,1.348621
973,0.73524,1.239276,1.844144
974,0.880274,0.684706,2.136439
975,1.336123,0.358111,1.922698
976,1.661574,0.278855,1.519114
977,1.740644,0.327771,1.190014
978,1.670194,0.503205,1.007922
979,1.459927,0.8526,1.002349
980,1.104359,1.294226,1.221145
981,0.779887,1.363667,1.67678
982,0.784948,0.862442,2.096539
983,1.179216,0.42905,2.034377
984,1.586678,0.287666,1.65033
985,1.734589,0.299542,1.283218
986,1.707402,0.42884,1.049697
987,1.546126,0.717882,0.982285
988,1.231657,1.160374,1.121402
989,0.8622,1.415678,1.508986
990,0.735878,1.054664,1.99688
991,1.02217,0.533521,2.111303
992,1.480413,0.311638,1.785568
993,1.710739,0.283286,1.391284
994,1.730825,0.371721,1.109154
995,1.615046,0.602512,0.984169
996,1.350532,1.009449,1.049563
997,0.972288,1.390488,1.356163
998,0.734052,1.23096,1.852684
999,0.886559,0.676047,2.136777
1000,1.344101,0.355125,1.916086
