0.000000,0.400000,0.400000
0.010000,0.399269,0.415329
0.020000,0.398675,0.430907
0.030000,0.398218,0.446715
0.040000,0.397895,0.462730
0.050000,0.397707,0.478931
0.060000,0.397650,0.495295
0.070000,0.397723,0.511797
0.080000,0.397926,0.528413
0.090000,0.398256,0.545118
0.100000,0.398713,0.561884
0.110000,0.399293,0.578687
0.120000,0.399996,0.595499
0.130000,0.400819,0.612294
0.140000,0.401761,0.629047
0.150000,0.402820,0.645730
0.160000,0.403994,0.662320
0.170000,0.405280,0.678792
0.180000,0.406677,0.695121
0.190000,0.408181,0.711286
0.200000,0.409791,0.727265
0.210000,0.411503,0.743038
0.220000,0.413316,0.758585
0.230000,0.415226,0.773889
0.240000,0.417231,0.788935
0.250000,0.419327,0.803706
0.260000,0.421512,0.818190
0.270000,0.423783,0.832376
0.280000,0.426137,0.846253
0.290000,0.428570,0.859812
0.300000,0.431079,0.873047
0.310000,0.433661,0.885951
0.320000,0.436312,0.898521
0.330000,0.439030,0.910753
0.340000,0.441810,0.922646
0.350000,0.444650,0.934199
0.360000,0.447546,0.945413
0.370000,0.450494,0.956289
0.380000,0.453492,0.966829
0.390000,0.456535,0.977038
0.400000,0.459620,0.986920
0.410000,0.462745,0.996479
0.420000,0.465905,1.005720
0.430000,0.469098,1.014651
0.440000,0.472319,1.023278
0.450000,0.475567,1.031607
0.460000,0.478837,1.039647
0.470000,0.482127,1.047404
0.480000,0.485433,1.054886
0.490000,0.488753,1.062102
0.500000,0.492083,1.069060
0.510000,0.495421,1.075767
0.520000,0.498765,1.082232
0.530000,0.502110,1.088464
0.540000,0.505456,1.094470
0.550000,0.508798,1.100258
0.560000,0.512136,1.105836
0.570000,0.515466,1.111212
0.580000,0.518786,1.116394
0.590000,0.522094,1.121389
0.600000,0.525388,1.126204
0.610000,0.528665,1.130848
0.620000,0.531925,1.135325
0.630000,0.535165,1.139644
0.640000,0.538384,1.143810
0.650000,0.541579,1.147831
0.660000,0.544750,1.151711
0.670000,0.547895,1.155457
0.680000,0.551012,1.159074
0.690000,0.554100,1.162569
0.700000,0.557158,1.165945
0.710000,0.560185,1.169208
0.720000,0.563180,1.172362
0.730000,0.566142,1.175413
0.740000,0.569069,1.178364
0.750000,0.571962,1.181220
0.760000,0.574819,1.183985
0.770000,0.577640,1.186662
0.780000,0.580424,1.189255
0.790000,0.583170,1.191768
0.800000,0.585879,1.194203
0.810000,0.588549,1.196564
0.820000,0.591181,1.198854
0.830000,0.593773,1.201075
0.840000,0.596326,1.203231
0.850000,0.598840,1.205324
0.860000,0.601314,1.207356
0.870000,0.603749,1.209330
0.880000,0.606144,1.211248
0.890000,0.608499,1.213112
0.900000,0.610814,1.214923
0.910000,0.613090,1.216685
0.920000,0.615326,1.218398
0.930000,0.617523,1.220065
0.940000,0.619680,1.221687
0.950000,0.621799,1.223265
0.960000,0.623878,1.224801
0.970000,0.625919,1.226297
0.980000,0.627922,1.227754
0.990000,0.629887,1.229173
1.000000,0.631814,1.230555
1.010000,0.633704,1.231902
1.020000,0.635557,1.233214
1.030000,0.637374,1.234493
1.040000,0.639154,1.235740
1.050000,0.640899,1.236956
1.060000,0.642608,1.238141
1.070000,0.644282,1.239297
1.080000,0.645922,1.240424
1.090000,0.647528,1.241523
1.100000,0.649101,1.242595
1.110000,0.650640,1.243642
1.120000,0.652147,1.244662
1.130000,0.653622,1.245658
1.140000,0.655066,1.246630
1.150000,0.656478,1.247578
1.160000,0.657860,1.248503
1.170000,0.659211,1.249406
1.180000,0.660533,1.250288
1.190000,0.661826,1.251148
1.200000,0.663091,1.251987
1.210000,0.664327,1.252807
1.220000,0.665536,1.253607
1.230000,0.666717,1.254388
1.240000,0.667872,1.255150
1.250000,0.669001,1.255894
1.260000,0.670104,1.256620
1.270000,0.671182,1.257330
1.280000,0.672235,1.258022
1.290000,0.673265,1.258698
1.300000,0.674270,1.259357
1.310000,0.675252,1.260001
1.320000,0.676212,1.260630
1.330000,0.677149,1.261244
1.340000,0.678064,1.261843
1.350000,0.678958,1.262428
1.360000,0.679830,1.262999
1.370000,0.680683,1.263557
1.380000,0.681515,1.264101
1.390000,0.682327,1.264632
1.400000,0.683120,1.265151
1.410000,0.683895,1.265657
1.420000,0.684650,1.266151
1.430000,0.685388,1.266633
1.440000,0.686108,1.267104
1.450000,0.686811,1.267563
1.460000,0.687497,1.268012
1.470000,0.688166,1.268449
1.480000,0.688819,1.268877
1.490000,0.689457,1.269294
1.500000,0.690079,1.269700
1.510000,0.690685,1.270098
1.520000,0.691277,1.270485
1.530000,0.691855,1.270863
1.540000,0.692419,1.271232
1.550000,0.692968,1.271593
1.560000,0.693505,1.271944
1.570000,0.694028,1.272287
1.580000,0.694538,1.272621
1.590000,0.695036,1.272948
1.600000,0.695521,1.273267
1.610000,0.695995,1.273577
1.620000,0.696457,1.273881
1.630000,0.696907,1.274176
1.640000,0.697346,1.274465
1.650000,0.697775,1.274747
1.660000,0.698193,1.275021
1.670000,0.698600,1.275289
1.680000,0.698997,1.275551
1.690000,0.699385,1.275806
1.700000,0.699762,1.276055
1.710000,0.700131,1.276297
1.720000,0.700490,1.276534
1.730000,0.700840,1.276765
1.740000,0.701181,1.276990
1.750000,0.701514,1.277210
1.760000,0.701839,1.277424
1.770000,0.702155,1.277633
1.780000,0.702464,1.277837
1.790000,0.702765,1.278035
1.800000,0.703058,1.278229
1.810000,0.703344,1.278418
1.820000,0.703622,1.278602
1.830000,0.703894,1.278782
1.840000,0.704159,1.278957
1.850000,0.704417,1.279128
1.860000,0.704668,1.279295
1.870000,0.704914,1.279457
1.880000,0.705153,1.279616
1.890000,0.705386,1.279770
1.900000,0.705613,1.279921
1.910000,0.705834,1.280068
1.920000,0.706050,1.280211
1.930000,0.706260,1.280351
1.940000,0.706465,1.280487
1.950000,0.706665,1.280620
1.960000,0.706860,1.280749
1.970000,0.707050,1.280875
1.980000,0.707235,1.280998
1.990000,0.707415,1.281118
2.000000,0.707591,1.281235
2.010000,0.707762,1.281349
2.020000,0.707929,1.281460
2.030000,0.708092,1.281568
2.040000,0.708250,1.281674
2.050000,0.708405,1.281777
2.060000,0.708555,1.281877
2.070000,0.708702,1.281975
2.080000,0.708845,1.282070
2.090000,0.708985,1.282163
2.100000,0.709120,1.282254
2.110000,0.709253,1.282342
2.120000,0.709382,1.282428
2.130000,0.709508,1.282512
2.140000,0.709630,1.282594
2.150000,0.709749,1.282673
2.160000,0.709866,1.282751
2.170000,0.709979,1.282827
2.180000,0.710090,1.282901
2.190000,0.710197,1.282972
2.200000,0.710302,1.283042
2.210000,0.710404,1.283111
2.220000,0.710504,1.283177
2.230000,0.710601,1.283242
2.240000,0.710695,1.283305
